,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Arena,Point Difference,Team v. Team,Winner
329,Sat Feb 6 2021,5:00p,Denver Nuggets,114,Sacramento Kings,119,Golden 1 Center,5,Denver Nuggets Vs Sacramento Kings,Sacramento Kings
330,Sat Feb 6 2021,7:00p,Chicago Bulls,118,Orlando Magic,92,Amway Center,26,Chicago Bulls Vs Orlando Magic,Chicago Bulls
331,Sat Feb 6 2021,8:00p,Toronto Raptors,121,Atlanta Hawks,132,State Farm Arena,11,Toronto Raptors Vs Atlanta Hawks,Atlanta Hawks
332,Sat Feb 6 2021,8:00p,Milwaukee Bucks,124,Cleveland Cavaliers,99,Rocket Mortgage Fieldhouse,25,Milwaukee Bucks Vs Cleveland Cavaliers,Milwaukee Bucks
333,Sat Feb 6 2021,8:00p,San Antonio Spurs,111,Houston Rockets,106,Toyota Center,5,San Antonio Spurs Vs Houston Rockets,San Antonio Spurs
334,Sat Feb 6 2021,8:00p,Minnesota Timberwolves,118,Oklahoma City Thunder,120,Chesapeake Energy Arena,2,Minnesota Timberwolves Vs Oklahoma City Thunder,Oklahoma City Thunder
335,Sat Feb 6 2021,8:00p,Brooklyn Nets,108,Philadelphia 76ers,124,Wells Fargo Center,16,Brooklyn Nets Vs Philadelphia 76ers,Philadelphia 76ers
336,Sat Feb 6 2021,8:30p,Golden State Warriors,132,Dallas Mavericks,134,American Airlines Center,2,Golden State Warriors Vs Dallas Mavericks,Dallas Mavericks
337,Sat Feb 6 2021,9:00p,Memphis Grizzlies,109,New Orleans Pelicans,118,Smoothie King Center,9,Memphis Grizzlies Vs New Orleans Pelicans,New Orleans Pelicans
338,Sat Feb 6 2021,10:00p,Detroit Pistons,129,Los Angeles Lakers,135,STAPLES Center,6,Detroit Pistons Vs Los Angeles Lakers,Los Angeles Lakers
339,Sun Feb 7 2021,1:00p,Washington Wizards,97,Charlotte Hornets,119,Spectrum Center,22,Washington Wizards Vs Charlotte Hornets,Charlotte Hornets
340,Sun Feb 7 2021,1:00p,Utah Jazz,103,Indiana Pacers,95,Bankers Life Fieldhouse,8,Utah Jazz Vs Indiana Pacers,Utah Jazz
341,Sun Feb 7 2021,1:00p,Miami Heat,109,New York Knicks,103,Madison Square Garden (IV),6,Miami Heat Vs New York Knicks,Miami Heat
342,Sun Feb 7 2021,2:00p,Boston Celtics,91,Phoenix Suns,100,Phoenix Suns Arena,9,Boston Celtics Vs Phoenix Suns,Phoenix Suns
343,Sun Feb 7 2021,3:00p,Sacramento Kings,113,Los Angeles Clippers,110,STAPLES Center,3,Sacramento Kings Vs Los Angeles Clippers,Sacramento Kings
344,Mon Feb 8 2021,7:00p,Houston Rockets,94,Charlotte Hornets,119,Spectrum Center,25,Houston Rockets Vs Charlotte Hornets,Charlotte Hornets
345,Mon Feb 8 2021,8:00p,Washington Wizards,105,Chicago Bulls,101,United Center,4,Washington Wizards Vs Chicago Bulls,Washington Wizards
346,Mon Feb 8 2021,8:00p,Toronto Raptors,128,Memphis Grizzlies,113,FedEx Forum,15,Toronto Raptors Vs Memphis Grizzlies,Toronto Raptors
347,Mon Feb 8 2021,8:30p,Minnesota Timberwolves,122,Dallas Mavericks,127,American Airlines Center,5,Minnesota Timberwolves Vs Dallas Mavericks,Dallas Mavericks
348,Mon Feb 8 2021,8:30p,Golden State Warriors,100,San Antonio Spurs,105,AT&T Center,5,Golden State Warriors Vs San Antonio Spurs,San Antonio Spurs
349,Mon Feb 8 2021,9:00p,Cleveland Cavaliers,113,Phoenix Suns,119,Phoenix Suns Arena,6,Cleveland Cavaliers Vs Phoenix Suns,Phoenix Suns
350,Mon Feb 8 2021,9:30p,Milwaukee Bucks,125,Denver Nuggets,112,Ball Arena,13,Milwaukee Bucks Vs Denver Nuggets,Milwaukee Bucks
351,Mon Feb 8 2021,10:00p,Oklahoma City Thunder,112,Los Angeles Lakers,119,STAPLES Center,7,Oklahoma City Thunder Vs Los Angeles Lakers,Los Angeles Lakers
352,Tue Feb 9 2021,7:00p,Brooklyn Nets,111,Detroit Pistons,122,Little Caesars Arena,11,Brooklyn Nets Vs Detroit Pistons,Detroit Pistons
353,Tue Feb 9 2021,7:30p,New York Knicks,96,Miami Heat,98,AmericanAirlines Arena,2,New York Knicks Vs Miami Heat,Miami Heat
354,Tue Feb 9 2021,7:30p,Houston Rockets,101,New Orleans Pelicans,130,Smoothie King Center,29,Houston Rockets Vs New Orleans Pelicans,New Orleans Pelicans
355,Tue Feb 9 2021,8:30p,Golden State Warriors,114,San Antonio Spurs,91,AT&T Center,23,Golden State Warriors Vs San Antonio Spurs,Golden State Warriors
356,Tue Feb 9 2021,10:00p,Orlando Magic,97,Portland Trail Blazers,106,Moda Center,9,Orlando Magic Vs Portland Trail Blazers,Portland Trail Blazers
357,Tue Feb 9 2021,10:00p,Philadelphia 76ers,119,Sacramento Kings,111,Golden 1 Center,8,Philadelphia 76ers Vs Sacramento Kings,Philadelphia 76ers
358,Tue Feb 9 2021,10:00p,Boston Celtics,108,Utah Jazz,122,Vivint Smart Home Arena,14,Boston Celtics Vs Utah Jazz,Utah Jazz
359,Wed Feb 10 2021,7:00p,Toronto Raptors,137,Washington Wizards,115,Capital One Arena,22,Toronto Raptors Vs Washington Wizards,Toronto Raptors
360,Wed Feb 10 2021,7:30p,Atlanta Hawks,117,Dallas Mavericks,118,American Airlines Center,1,Atlanta Hawks Vs Dallas Mavericks,Dallas Mavericks
361,Wed Feb 10 2021,8:00p,Indiana Pacers,94,Brooklyn Nets,104,Barclays Center,10,Indiana Pacers Vs Brooklyn Nets,Brooklyn Nets
362,Wed Feb 10 2021,8:00p,Charlotte Hornets,114,Memphis Grizzlies,130,FedEx Forum,16,Charlotte Hornets Vs Memphis Grizzlies,Memphis Grizzlies
363,Wed Feb 10 2021,8:00p,Los Angeles Clippers,119,Minnesota Timberwolves,112,Target Center,7,Los Angeles Clippers Vs Minnesota Timberwolves,Los Angeles Clippers
364,Wed Feb 10 2021,9:00p,New Orleans Pelicans,116,Chicago Bulls,129,United Center,13,New Orleans Pelicans Vs Chicago Bulls,Chicago Bulls
365,Wed Feb 10 2021,9:00p,Cleveland Cavaliers,95,Denver Nuggets,133,Ball Arena,38,Cleveland Cavaliers Vs Denver Nuggets,Denver Nuggets
366,Wed Feb 10 2021,10:00p,Oklahoma City Thunder,113,Los Angeles Lakers,114,STAPLES Center,1,Oklahoma City Thunder Vs Los Angeles Lakers,Los Angeles Lakers
367,Wed Feb 10 2021,10:00p,Milwaukee Bucks,124,Phoenix Suns,125,Phoenix Suns Arena,1,Milwaukee Bucks Vs Phoenix Suns,Phoenix Suns
368,Thu Feb 11 2021,7:30p,Toronto Raptors,106,Boston Celtics,120,TD Garden,14,Toronto Raptors Vs Boston Celtics,Boston Celtics
369,Thu Feb 11 2021,7:30p,Miami Heat,101,Houston Rockets,94,Toyota Center,7,Miami Heat Vs Houston Rockets,Miami Heat
370,Thu Feb 11 2021,8:00p,Indiana Pacers,111,Detroit Pistons,95,Little Caesars Arena,16,Indiana Pacers Vs Detroit Pistons,Indiana Pacers
371,Thu Feb 11 2021,10:00p,Orlando Magic,105,Golden State Warriors,111,Chase Center,6,Orlando Magic Vs Golden State Warriors,Golden State Warriors
372,Thu Feb 11 2021,10:00p,Philadelphia 76ers,114,Portland Trail Blazers,118,Moda Center,4,Philadelphia 76ers Vs Portland Trail Blazers,Portland Trail Blazers
373,Fri Feb 12 2021,7:00p,Minnesota Timberwolves,114,Charlotte Hornets,120,Spectrum Center,6,Minnesota Timberwolves Vs Charlotte Hornets,Charlotte Hornets
374,Fri Feb 12 2021,7:00p,New York Knicks,109,Washington Wizards,91,Capital One Arena,18,New York Knicks Vs Washington Wizards,New York Knicks
375,Fri Feb 12 2021,7:30p,San Antonio Spurs,125,Atlanta Hawks,114,State Farm Arena,11,San Antonio Spurs Vs Atlanta Hawks,San Antonio Spurs
376,Fri Feb 12 2021,7:30p,New Orleans Pelicans,130,Dallas Mavericks,143,American Airlines Center,13,New Orleans Pelicans Vs Dallas Mavericks,Dallas Mavericks
377,Fri Feb 12 2021,8:00p,Detroit Pistons,108,Boston Celtics,102,TD Garden,6,Detroit Pistons Vs Boston Celtics,Detroit Pistons
378,Fri Feb 12 2021,8:00p,Los Angeles Clippers,125,Chicago Bulls,106,United Center,19,Los Angeles Clippers Vs Chicago Bulls,Los Angeles Clippers
379,Fri Feb 12 2021,9:00p,Oklahoma City Thunder,95,Denver Nuggets,97,Ball Arena,2,Oklahoma City Thunder Vs Denver Nuggets,Denver Nuggets
380,Fri Feb 12 2021,9:00p,Milwaukee Bucks,115,Utah Jazz,129,Vivint Smart Home Arena,14,Milwaukee Bucks Vs Utah Jazz,Utah Jazz
381,Fri Feb 12 2021,10:00p,Memphis Grizzlies,105,Los Angeles Lakers,115,STAPLES Center,10,Memphis Grizzlies Vs Los Angeles Lakers,Los Angeles Lakers
382,Fri Feb 12 2021,10:00p,Cleveland Cavaliers,110,Portland Trail Blazers,129,Moda Center,19,Cleveland Cavaliers Vs Portland Trail Blazers,Portland Trail Blazers
383,Fri Feb 12 2021,10:00p,Orlando Magic,123,Sacramento Kings,112,Golden 1 Center,11,Orlando Magic Vs Sacramento Kings,Orlando Magic
384,Sat Feb 13 2021,3:00p,Philadelphia 76ers,111,Phoenix Suns,120,Phoenix Suns Arena,9,Philadelphia 76ers Vs Phoenix Suns,Phoenix Suns
385,Sat Feb 13 2021,7:30p,Indiana Pacers,125,Atlanta Hawks,113,State Farm Arena,12,Indiana Pacers Vs Atlanta Hawks,Indiana Pacers
386,Sat Feb 13 2021,8:00p,Houston Rockets,99,New York Knicks,121,Madison Square Garden (IV),22,Houston Rockets Vs New York Knicks,New York Knicks
387,Sat Feb 13 2021,8:30p,Brooklyn Nets,134,Golden State Warriors,117,Chase Center,17,Brooklyn Nets Vs Golden State Warriors,Brooklyn Nets
388,Sat Feb 13 2021,9:00p,Miami Heat,94,Utah Jazz,112,Vivint Smart Home Arena,18,Miami Heat Vs Utah Jazz,Utah Jazz
389,Sun Feb 14 2021,1:00p,Boston Celtics,91,Washington Wizards,104,Capital One Arena,13,Boston Celtics Vs Washington Wizards,Washington Wizards
390,Sun Feb 14 2021,7:00p,San Antonio Spurs,122,Charlotte Hornets,110,Spectrum Center,12,San Antonio Spurs Vs Charlotte Hornets,San Antonio Spurs
391,Sun Feb 14 2021,7:00p,New Orleans Pelicans,112,Detroit Pistons,123,Little Caesars Arena,11,New Orleans Pelicans Vs Detroit Pistons,Detroit Pistons
392,Sun Feb 14 2021,7:00p,Minnesota Timberwolves,116,Toronto Raptors,112,Amalie Arena,4,Minnesota Timberwolves Vs Toronto Raptors,Minnesota Timberwolves
393,Sun Feb 14 2021,7:30p,Portland Trail Blazers,121,Dallas Mavericks,118,American Airlines Center,3,Portland Trail Blazers Vs Dallas Mavericks,Portland Trail Blazers
394,Sun Feb 14 2021,8:00p,Milwaukee Bucks,109,Oklahoma City Thunder,114,Chesapeake Energy Arena,5,Milwaukee Bucks Vs Oklahoma City Thunder,Oklahoma City Thunder
395,Sun Feb 14 2021,9:00p,Orlando Magic,90,Phoenix Suns,109,Phoenix Suns Arena,19,Orlando Magic Vs Phoenix Suns,Phoenix Suns
396,Sun Feb 14 2021,10:00p,Los Angeles Lakers,105,Denver Nuggets,122,Ball Arena,17,Los Angeles Lakers Vs Denver Nuggets,Denver Nuggets
397,Sun Feb 14 2021,10:00p,Cleveland Cavaliers,111,Los Angeles Clippers,128,STAPLES Center,17,Cleveland Cavaliers Vs Los Angeles Clippers,Los Angeles Clippers
398,Sun Feb 14 2021,10:00p,Memphis Grizzlies,124,Sacramento Kings,110,Golden 1 Center,14,Memphis Grizzlies Vs Sacramento Kings,Memphis Grizzlies
399,Mon Feb 15 2021,7:00p,Chicago Bulls,120,Indiana Pacers,112,Bankers Life Fieldhouse,8,Chicago Bulls Vs Indiana Pacers,Chicago Bulls
400,Mon Feb 15 2021,7:00p,Houston Rockets,119,Washington Wizards,131,Capital One Arena,12,Houston Rockets Vs Washington Wizards,Washington Wizards
401,Mon Feb 15 2021,7:30p,Atlanta Hawks,112,New York Knicks,123,Madison Square Garden (IV),11,Atlanta Hawks Vs New York Knicks,New York Knicks
402,Mon Feb 15 2021,9:00p,Philadelphia 76ers,123,Utah Jazz,134,Vivint Smart Home Arena,11,Philadelphia 76ers Vs Utah Jazz,Utah Jazz
403,Mon Feb 15 2021,10:00p,Cleveland Cavaliers,98,Golden State Warriors,129,Chase Center,31,Cleveland Cavaliers Vs Golden State Warriors,Golden State Warriors
404,Mon Feb 15 2021,10:00p,Miami Heat,118,Los Angeles Clippers,125,STAPLES Center,7,Miami Heat Vs Los Angeles Clippers,Los Angeles Clippers
405,Mon Feb 15 2021,10:00p,Brooklyn Nets,136,Sacramento Kings,125,Golden 1 Center,11,Brooklyn Nets Vs Sacramento Kings,Brooklyn Nets
406,Tue Feb 16 2021,7:00p,Denver Nuggets,99,Boston Celtics,112,TD Garden,13,Denver Nuggets Vs Boston Celtics,Boston Celtics
407,Tue Feb 16 2021,8:00p,New Orleans Pelicans,144,Memphis Grizzlies,113,FedEx Forum,31,New Orleans Pelicans Vs Memphis Grizzlies,New Orleans Pelicans
408,Tue Feb 16 2021,8:00p,Toronto Raptors,124,Milwaukee Bucks,113,Fiserv Forum,11,Toronto Raptors Vs Milwaukee Bucks,Toronto Raptors
409,Tue Feb 16 2021,8:00p,Los Angeles Lakers,112,Minnesota Timberwolves,104,Target Center,8,Los Angeles Lakers Vs Minnesota Timberwolves,Los Angeles Lakers
410,Tue Feb 16 2021,8:00p,Portland Trail Blazers,115,Oklahoma City Thunder,104,Chesapeake Energy Arena,11,Portland Trail Blazers Vs Oklahoma City Thunder,Portland Trail Blazers
411,Tue Feb 16 2021,10:30p,Brooklyn Nets,128,Phoenix Suns,124,Phoenix Suns Arena,4,Brooklyn Nets Vs Phoenix Suns,Brooklyn Nets
412,Wed Feb 17 2021,7:00p,New York Knicks,89,Orlando Magic,107,Amway Center,18,New York Knicks Vs Orlando Magic,Orlando Magic
413,Wed Feb 17 2021,7:30p,Atlanta Hawks,122,Boston Celtics,114,TD Garden,8,Atlanta Hawks Vs Boston Celtics,Atlanta Hawks
414,Wed Feb 17 2021,7:30p,Houston Rockets,113,Philadelphia 76ers,118,Wells Fargo Center,5,Houston Rockets Vs Philadelphia 76ers,Philadelphia 76ers
415,Wed Feb 17 2021,8:00p,Detroit Pistons,102,Chicago Bulls,105,United Center,3,Detroit Pistons Vs Chicago Bulls,Chicago Bulls
416,Wed Feb 17 2021,8:00p,Indiana Pacers,134,Minnesota Timberwolves,128,Target Center,6,Indiana Pacers Vs Minnesota Timberwolves,Indiana Pacers
417,Wed Feb 17 2021,8:00p,Denver Nuggets,128,Washington Wizards,130,Capital One Arena,2,Denver Nuggets Vs Washington Wizards,Washington Wizards
418,Wed Feb 17 2021,9:00p,Oklahoma City Thunder,113,Memphis Grizzlies,122,FedEx Forum,9,Oklahoma City Thunder Vs Memphis Grizzlies,Memphis Grizzlies
419,Wed Feb 17 2021,9:00p,Portland Trail Blazers,126,New Orleans Pelicans,124,Smoothie King Center,2,Portland Trail Blazers Vs New Orleans Pelicans,Portland Trail Blazers
420,Wed Feb 17 2021,10:00p,Miami Heat,112,Golden State Warriors,120,Chase Center,8,Miami Heat Vs Golden State Warriors,Golden State Warriors
421,Wed Feb 17 2021,10:00p,Utah Jazz,114,Los Angeles Clippers,96,STAPLES Center,18,Utah Jazz Vs Los Angeles Clippers,Utah Jazz
422,Thu Feb 18 2021,7:30p,Toronto Raptors,110,Milwaukee Bucks,96,Fiserv Forum,14,Toronto Raptors Vs Milwaukee Bucks,Toronto Raptors
423,Thu Feb 18 2021,10:00p,Brooklyn Nets,109,Los Angeles Lakers,98,STAPLES Center,11,Brooklyn Nets Vs Los Angeles Lakers,Brooklyn Nets
424,Thu Feb 18 2021,10:00p,Miami Heat,118,Sacramento Kings,110,Golden 1 Center,8,Miami Heat Vs Sacramento Kings,Miami Heat
425,Fri Feb 19 2021,7:00p,Denver Nuggets,120,Cleveland Cavaliers,103,Rocket Mortgage Fieldhouse,17,Denver Nuggets Vs Cleveland Cavaliers,Denver Nuggets
426,Fri Feb 19 2021,7:00p,Golden State Warriors,120,Orlando Magic,124,Amway Center,4,Golden State Warriors Vs Orlando Magic,Orlando Magic
427,Fri Feb 19 2021,7:30p,Atlanta Hawks,109,Boston Celtics,121,TD Garden,12,Atlanta Hawks Vs Boston Celtics,Boston Celtics
428,Fri Feb 19 2021,7:30p,Chicago Bulls,105,Philadelphia 76ers,112,Wells Fargo Center,7,Chicago Bulls Vs Philadelphia 76ers,Philadelphia 76ers
429,Fri Feb 19 2021,8:00p,Detroit Pistons,95,Memphis Grizzlies,109,FedEx Forum,14,Detroit Pistons Vs Memphis Grizzlies,Memphis Grizzlies
430,Fri Feb 19 2021,8:00p,Oklahoma City Thunder,85,Milwaukee Bucks,98,Fiserv Forum,13,Oklahoma City Thunder Vs Milwaukee Bucks,Milwaukee Bucks
431,Fri Feb 19 2021,8:00p,Phoenix Suns,132,New Orleans Pelicans,114,Smoothie King Center,18,Phoenix Suns Vs New Orleans Pelicans,Phoenix Suns
432,Fri Feb 19 2021,9:00p,Toronto Raptors,86,Minnesota Timberwolves,81,Target Center,5,Toronto Raptors Vs Minnesota Timberwolves,Toronto Raptors
433,Fri Feb 19 2021,10:00p,Utah Jazz,112,Los Angeles Clippers,116,STAPLES Center,4,Utah Jazz Vs Los Angeles Clippers,Los Angeles Clippers
434,Sat Feb 20 2021,8:00p,Golden State Warriors,100,Charlotte Hornets,102,Spectrum Center,2,Golden State Warriors Vs Charlotte Hornets,Charlotte Hornets
435,Sat Feb 20 2021,8:30p,Miami Heat,96,Los Angeles Lakers,94,STAPLES Center,2,Miami Heat Vs Los Angeles Lakers,Miami Heat
436,Sat Feb 20 2021,9:00p,Sacramento Kings,114,Chicago Bulls,122,United Center,8,Sacramento Kings Vs Chicago Bulls,Chicago Bulls
437,Sat Feb 20 2021,9:00p,Phoenix Suns,128,Memphis Grizzlies,97,FedEx Forum,31,Phoenix Suns Vs Memphis Grizzlies,Phoenix Suns
438,Sat Feb 20 2021,10:00p,Washington Wizards,118,Portland Trail Blazers,111,Moda Center,7,Washington Wizards Vs Portland Trail Blazers,Washington Wizards
439,Sun Feb 21 2021,3:30p,Boston Celtics,115,New Orleans Pelicans,120,Smoothie King Center,5,Boston Celtics Vs New Orleans Pelicans,New Orleans Pelicans
440,Sun Feb 21 2021,7:00p,Oklahoma City Thunder,117,Cleveland Cavaliers,101,Rocket Mortgage Fieldhouse,16,Oklahoma City Thunder Vs Cleveland Cavaliers,Oklahoma City Thunder
441,Sun Feb 21 2021,7:00p,Minnesota Timberwolves,99,New York Knicks,103,Madison Square Garden (IV),4,Minnesota Timberwolves Vs New York Knicks,New York Knicks
442,Sun Feb 21 2021,7:00p,Detroit Pistons,96,Orlando Magic,105,Amway Center,9,Detroit Pistons Vs Orlando Magic,Orlando Magic
443,Sun Feb 21 2021,7:00p,Philadelphia 76ers,103,Toronto Raptors,110,Amalie Arena,7,Philadelphia 76ers Vs Toronto Raptors,Toronto Raptors
444,Sun Feb 21 2021,7:30p,Denver Nuggets,115,Atlanta Hawks,123,State Farm Arena,8,Denver Nuggets Vs Atlanta Hawks,Atlanta Hawks
445,Sun Feb 21 2021,8:00p,Brooklyn Nets,112,Los Angeles Clippers,108,STAPLES Center,4,Brooklyn Nets Vs Los Angeles Clippers,Brooklyn Nets
446,Sun Feb 21 2021,9:00p,Sacramento Kings,115,Milwaukee Bucks,128,Fiserv Forum,13,Sacramento Kings Vs Milwaukee Bucks,Milwaukee Bucks
447,Mon Feb 22 2021,8:00p,Chicago Bulls,120,Houston Rockets,100,Toyota Center,20,Chicago Bulls Vs Houston Rockets,Chicago Bulls
448,Mon Feb 22 2021,8:30p,Memphis Grizzlies,92,Dallas Mavericks,102,American Airlines Center,10,Memphis Grizzlies Vs Dallas Mavericks,Dallas Mavericks
449,Mon Feb 22 2021,9:00p,Miami Heat,108,Oklahoma City Thunder,94,Chesapeake Energy Arena,14,Miami Heat Vs Oklahoma City Thunder,Miami Heat
450,Mon Feb 22 2021,9:00p,Portland Trail Blazers,100,Phoenix Suns,132,Phoenix Suns Arena,32,Portland Trail Blazers Vs Phoenix Suns,Phoenix Suns
451,Mon Feb 22 2021,9:00p,Charlotte Hornets,110,Utah Jazz,132,Vivint Smart Home Arena,22,Charlotte Hornets Vs Utah Jazz,Utah Jazz
452,Mon Feb 22 2021,10:00p,Washington Wizards,127,Los Angeles Lakers,124,STAPLES Center,3,Washington Wizards Vs Los Angeles Lakers,Washington Wizards
453,Tue Feb 23 2021,7:00p,Atlanta Hawks,111,Cleveland Cavaliers,112,Rocket Mortgage Fieldhouse,1,Atlanta Hawks Vs Cleveland Cavaliers,Cleveland Cavaliers
454,Tue Feb 23 2021,7:00p,Detroit Pistons,105,Orlando Magic,93,Amway Center,12,Detroit Pistons Vs Orlando Magic,Detroit Pistons
455,Tue Feb 23 2021,7:30p,Sacramento Kings,118,Brooklyn Nets,127,Barclays Center,9,Sacramento Kings Vs Brooklyn Nets,Brooklyn Nets
456,Tue Feb 23 2021,7:30p,Boston Celtics,107,Dallas Mavericks,110,American Airlines Center,3,Boston Celtics Vs Dallas Mavericks,Dallas Mavericks
457,Tue Feb 23 2021,7:30p,Golden State Warriors,114,New York Knicks,106,Madison Square Garden (IV),8,Golden State Warriors Vs New York Knicks,Golden State Warriors
458,Tue Feb 23 2021,7:30p,Philadelphia 76ers,109,Toronto Raptors,102,Amalie Arena,7,Philadelphia 76ers Vs Toronto Raptors,Philadelphia 76ers
459,Tue Feb 23 2021,8:00p,Minnesota Timberwolves,112,Milwaukee Bucks,139,Fiserv Forum,27,Minnesota Timberwolves Vs Milwaukee Bucks,Milwaukee Bucks
460,Tue Feb 23 2021,10:00p,Portland Trail Blazers,106,Denver Nuggets,111,Ball Arena,5,Portland Trail Blazers Vs Denver Nuggets,Denver Nuggets
461,Tue Feb 23 2021,10:00p,Washington Wizards,116,Los Angeles Clippers,135,STAPLES Center,19,Washington Wizards Vs Los Angeles Clippers,Los Angeles Clippers
462,Wed Feb 24 2021,7:30p,Boston Celtics,112,Atlanta Hawks,127,State Farm Arena,15,Boston Celtics Vs Atlanta Hawks,Atlanta Hawks
463,Wed Feb 24 2021,7:30p,Houston Rockets,96,Cleveland Cavaliers,112,Rocket Mortgage Fieldhouse,16,Houston Rockets Vs Cleveland Cavaliers,Cleveland Cavaliers
464,Wed Feb 24 2021,7:30p,Golden State Warriors,111,Indiana Pacers,107,Bankers Life Fieldhouse,4,Golden State Warriors Vs Indiana Pacers,Golden State Warriors
465,Wed Feb 24 2021,8:00p,Minnesota Timberwolves,126,Chicago Bulls,133,United Center,7,Minnesota Timberwolves Vs Chicago Bulls,Chicago Bulls
466,Wed Feb 24 2021,8:00p,Toronto Raptors,108,Miami Heat,116,AmericanAirlines Arena,8,Toronto Raptors Vs Miami Heat,Miami Heat
467,Wed Feb 24 2021,8:00p,Detroit Pistons,118,New Orleans Pelicans,128,Smoothie King Center,10,Detroit Pistons Vs New Orleans Pelicans,New Orleans Pelicans
468,Wed Feb 24 2021,8:00p,San Antonio Spurs,99,Oklahoma City Thunder,102,Chesapeake Energy Arena,3,San Antonio Spurs Vs Oklahoma City Thunder,Oklahoma City Thunder
469,Wed Feb 24 2021,9:00p,Charlotte Hornets,124,Phoenix Suns,121,Phoenix Suns Arena,3,Charlotte Hornets Vs Phoenix Suns,Charlotte Hornets
470,Wed Feb 24 2021,10:00p,Los Angeles Lakers,89,Utah Jazz,114,Vivint Smart Home Arena,25,Los Angeles Lakers Vs Utah Jazz,Utah Jazz
471,Thu Feb 25 2021,7:00p,Dallas Mavericks,97,Philadelphia 76ers,111,Wells Fargo Center,14,Dallas Mavericks Vs Philadelphia 76ers,Philadelphia 76ers
472,Thu Feb 25 2021,7:30p,Orlando Magic,92,Brooklyn Nets,129,Barclays Center,37,Orlando Magic Vs Brooklyn Nets,Brooklyn Nets
473,Thu Feb 25 2021,7:30p,Sacramento Kings,121,New York Knicks,140,Madison Square Garden (IV),19,Sacramento Kings Vs New York Knicks,New York Knicks
474,Thu Feb 25 2021,8:00p,Los Angeles Clippers,94,Memphis Grizzlies,122,FedEx Forum,28,Los Angeles Clippers Vs Memphis Grizzlies,Memphis Grizzlies
475,Thu Feb 25 2021,9:00p,Washington Wizards,112,Denver Nuggets,110,Ball Arena,2,Washington Wizards Vs Denver Nuggets,Washington Wizards
476,Thu Feb 25 2021,9:30p,New Orleans Pelicans,125,Milwaukee Bucks,129,Fiserv Forum,4,New Orleans Pelicans Vs Milwaukee Bucks,Milwaukee Bucks
477,Fri Feb 26 2021,7:30p,Indiana Pacers,112,Boston Celtics,118,TD Garden,6,Indiana Pacers Vs Boston Celtics,Boston Celtics
478,Fri Feb 26 2021,7:30p,Houston Rockets,111,Toronto Raptors,122,Amalie Arena,11,Houston Rockets Vs Toronto Raptors,Toronto Raptors
479,Fri Feb 26 2021,8:00p,Phoenix Suns,106,Chicago Bulls,97,United Center,9,Phoenix Suns Vs Chicago Bulls,Phoenix Suns
480,Fri Feb 26 2021,8:00p,Sacramento Kings,110,Detroit Pistons,107,Little Caesars Arena,3,Sacramento Kings Vs Detroit Pistons,Sacramento Kings
481,Fri Feb 26 2021,8:00p,Los Angeles Clippers,119,Memphis Grizzlies,99,FedEx Forum,20,Los Angeles Clippers Vs Memphis Grizzlies,Los Angeles Clippers
482,Fri Feb 26 2021,8:00p,Utah Jazz,116,Miami Heat,124,AmericanAirlines Arena,8,Utah Jazz Vs Miami Heat,Miami Heat
483,Fri Feb 26 2021,8:00p,Atlanta Hawks,109,Oklahoma City Thunder,118,Chesapeake Energy Arena,9,Atlanta Hawks Vs Oklahoma City Thunder,Oklahoma City Thunder
484,Fri Feb 26 2021,10:00p,Charlotte Hornets,121,Golden State Warriors,130,Chase Center,9,Charlotte Hornets Vs Golden State Warriors,Golden State Warriors
485,Fri Feb 26 2021,10:00p,Portland Trail Blazers,93,Los Angeles Lakers,102,STAPLES Center,9,Portland Trail Blazers Vs Los Angeles Lakers,Los Angeles Lakers
486,Sat Feb 27 2021,7:00p,Cleveland Cavaliers,112,Philadelphia 76ers,109,Wells Fargo Center,3,Cleveland Cavaliers Vs Philadelphia 76ers,Cleveland Cavaliers
487,Sat Feb 27 2021,7:00p,Minnesota Timberwolves,112,Washington Wizards,128,Capital One Arena,16,Minnesota Timberwolves Vs Washington Wizards,Washington Wizards
488,Sat Feb 27 2021,8:00p,Indiana Pacers,107,New York Knicks,110,Madison Square Garden (IV),3,Indiana Pacers Vs New York Knicks,New York Knicks
489,Sat Feb 27 2021,8:00p,Denver Nuggets,126,Oklahoma City Thunder,96,Chesapeake Energy Arena,30,Denver Nuggets Vs Oklahoma City Thunder,Denver Nuggets
490,Sat Feb 27 2021,8:00p,Utah Jazz,124,Orlando Magic,109,Amway Center,15,Utah Jazz Vs Orlando Magic,Utah Jazz
491,Sat Feb 27 2021,8:00p,New Orleans Pelicans,114,San Antonio Spurs,117,AT&T Center,3,New Orleans Pelicans Vs San Antonio Spurs,San Antonio Spurs
492,Sat Feb 27 2021,8:30p,Dallas Mavericks,115,Brooklyn Nets,98,Barclays Center,17,Dallas Mavericks Vs Brooklyn Nets,Dallas Mavericks
493,Sun Feb 28 2021,3:30p,Los Angeles Clippers,100,Milwaukee Bucks,105,Fiserv Forum,5,Los Angeles Clippers Vs Milwaukee Bucks,Milwaukee Bucks
494,Sun Feb 28 2021,7:00p,Washington Wizards,110,Boston Celtics,111,TD Garden,1,Washington Wizards Vs Boston Celtics,Boston Celtics
