,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Arena,Point Difference,Team v. Team,Winner
993,Thu May 6 2021,10:00p,Los Angeles Lakers,94,Los Angeles Clippers,118,STAPLES Center,24,Los Angeles Lakers Vs Los Angeles Clippers,Los Angeles Clippers
994,Fri May 7 2021,7:00p,New Orleans Pelicans,107,Philadelphia 76ers,109,Wells Fargo Center,2,New Orleans Pelicans Vs Philadelphia 76ers,Philadelphia 76ers
995,Fri May 7 2021,7:30p,Boston Celtics,99,Chicago Bulls,121,United Center,22,Boston Celtics Vs Chicago Bulls,Chicago Bulls
996,Fri May 7 2021,8:00p,Orlando Magic,112,Charlotte Hornets,122,Spectrum Center,10,Orlando Magic Vs Charlotte Hornets,Charlotte Hornets
997,Fri May 7 2021,8:00p,Minnesota Timberwolves,112,Miami Heat,121,AmericanAirlines Arena,9,Minnesota Timberwolves Vs Miami Heat,Miami Heat
998,Fri May 7 2021,8:00p,Houston Rockets,133,Milwaukee Bucks,141,Fiserv Forum,8,Houston Rockets Vs Milwaukee Bucks,Milwaukee Bucks
999,Fri May 7 2021,8:30p,Cleveland Cavaliers,90,Dallas Mavericks,110,American Airlines Center,20,Cleveland Cavaliers Vs Dallas Mavericks,Dallas Mavericks
1000,Fri May 7 2021,9:00p,Denver Nuggets,120,Utah Jazz,127,Vivint Smart Home Arena,7,Denver Nuggets Vs Utah Jazz,Utah Jazz
1001,Fri May 7 2021,10:00p,New York Knicks,105,Phoenix Suns,128,Phoenix Suns Arena,23,New York Knicks Vs Phoenix Suns,Phoenix Suns
1002,Fri May 7 2021,10:00p,Los Angeles Lakers,101,Portland Trail Blazers,106,Moda Center,5,Los Angeles Lakers Vs Portland Trail Blazers,Portland Trail Blazers
1003,Fri May 7 2021,10:00p,San Antonio Spurs,113,Sacramento Kings,104,Golden 1 Center,9,San Antonio Spurs Vs Sacramento Kings,San Antonio Spurs
1004,Sat May 8 2021,7:00p,Washington Wizards,133,Indiana Pacers,132,Bankers Life Fieldhouse,1,Washington Wizards Vs Indiana Pacers,Washington Wizards
1005,Sat May 8 2021,7:00p,Detroit Pistons,104,Philadelphia 76ers,118,Wells Fargo Center,14,Detroit Pistons Vs Philadelphia 76ers,Philadelphia 76ers
1006,Sat May 8 2021,7:30p,Memphis Grizzlies,109,Toronto Raptors,99,Amalie Arena,10,Memphis Grizzlies Vs Toronto Raptors,Memphis Grizzlies
1007,Sat May 8 2021,10:00p,Brooklyn Nets,125,Denver Nuggets,119,Ball Arena,6,Brooklyn Nets Vs Denver Nuggets,Brooklyn Nets
1008,Sat May 8 2021,10:00p,Oklahoma City Thunder,97,Golden State Warriors,136,Chase Center,39,Oklahoma City Thunder Vs Golden State Warriors,Golden State Warriors
1009,Sat May 8 2021,10:00p,San Antonio Spurs,102,Portland Trail Blazers,124,Moda Center,22,San Antonio Spurs Vs Portland Trail Blazers,Portland Trail Blazers
1010,Sat May 8 2021,10:00p,Houston Rockets,116,Utah Jazz,124,Vivint Smart Home Arena,8,Houston Rockets Vs Utah Jazz,Utah Jazz
1011,Sun May 9 2021,1:00p,Miami Heat,130,Boston Celtics,124,TD Garden,6,Miami Heat Vs Boston Celtics,Miami Heat
1012,Sun May 9 2021,3:30p,New York Knicks,106,Los Angeles Clippers,100,STAPLES Center,6,New York Knicks Vs Los Angeles Clippers,New York Knicks
1013,Sun May 9 2021,7:00p,New Orleans Pelicans,112,Charlotte Hornets,110,Spectrum Center,2,New Orleans Pelicans Vs Charlotte Hornets,New Orleans Pelicans
1014,Sun May 9 2021,7:00p,Dallas Mavericks,124,Cleveland Cavaliers,97,Rocket Mortgage Fieldhouse,27,Dallas Mavericks Vs Cleveland Cavaliers,Dallas Mavericks
1015,Sun May 9 2021,7:00p,Minnesota Timberwolves,128,Orlando Magic,96,Amway Center,32,Minnesota Timberwolves Vs Orlando Magic,Minnesota Timberwolves
1016,Sun May 9 2021,8:00p,Chicago Bulls,108,Detroit Pistons,96,Little Caesars Arena,12,Chicago Bulls Vs Detroit Pistons,Chicago Bulls
1017,Sun May 9 2021,10:00p,Phoenix Suns,110,Los Angeles Lakers,123,STAPLES Center,13,Phoenix Suns Vs Los Angeles Lakers,Los Angeles Lakers
1018,Sun May 9 2021,10:00p,Oklahoma City Thunder,98,Sacramento Kings,126,Golden 1 Center,28,Oklahoma City Thunder Vs Sacramento Kings,Sacramento Kings
1019,Mon May 10 2021,7:30p,Washington Wizards,124,Atlanta Hawks,125,State Farm Arena,1,Washington Wizards Vs Atlanta Hawks,Atlanta Hawks
1020,Mon May 10 2021,7:30p,Indiana Pacers,111,Cleveland Cavaliers,102,Rocket Mortgage Fieldhouse,9,Indiana Pacers Vs Cleveland Cavaliers,Indiana Pacers
1021,Mon May 10 2021,8:00p,New Orleans Pelicans,110,Memphis Grizzlies,115,FedEx Forum,5,New Orleans Pelicans Vs Memphis Grizzlies,Memphis Grizzlies
1022,Mon May 10 2021,8:30p,Milwaukee Bucks,125,San Antonio Spurs,146,AT&T Center,21,Milwaukee Bucks Vs San Antonio Spurs,San Antonio Spurs
1023,Mon May 10 2021,10:00p,Utah Jazz,116,Golden State Warriors,119,Chase Center,3,Utah Jazz Vs Golden State Warriors,Golden State Warriors
1024,Mon May 10 2021,10:00p,Houston Rockets,129,Portland Trail Blazers,140,Moda Center,11,Houston Rockets Vs Portland Trail Blazers,Portland Trail Blazers
1025,Tue May 11 2021,7:00p,Denver Nuggets,117,Charlotte Hornets,112,Spectrum Center,5,Denver Nuggets Vs Charlotte Hornets,Denver Nuggets
1026,Tue May 11 2021,7:00p,Minnesota Timberwolves,119,Detroit Pistons,100,Little Caesars Arena,19,Minnesota Timberwolves Vs Detroit Pistons,Minnesota Timberwolves
1027,Tue May 11 2021,7:30p,Miami Heat,129,Boston Celtics,121,TD Garden,8,Miami Heat Vs Boston Celtics,Miami Heat
1028,Tue May 11 2021,7:30p,Los Angeles Clippers,115,Toronto Raptors,96,Amalie Arena,19,Los Angeles Clippers Vs Toronto Raptors,Los Angeles Clippers
1029,Tue May 11 2021,8:00p,Brooklyn Nets,115,Chicago Bulls,107,United Center,8,Brooklyn Nets Vs Chicago Bulls,Brooklyn Nets
1030,Tue May 11 2021,8:00p,Philadelphia 76ers,94,Indiana Pacers,103,Bankers Life Fieldhouse,9,Philadelphia 76ers Vs Indiana Pacers,Indiana Pacers
1031,Tue May 11 2021,8:00p,Dallas Mavericks,104,Memphis Grizzlies,133,FedEx Forum,29,Dallas Mavericks Vs Memphis Grizzlies,Memphis Grizzlies
1032,Tue May 11 2021,9:00p,Orlando Magic,102,Milwaukee Bucks,114,Fiserv Forum,12,Orlando Magic Vs Milwaukee Bucks,Milwaukee Bucks
1033,Tue May 11 2021,10:00p,Phoenix Suns,116,Golden State Warriors,122,Chase Center,6,Phoenix Suns Vs Golden State Warriors,Golden State Warriors
1034,Tue May 11 2021,10:00p,New York Knicks,99,Los Angeles Lakers,101,STAPLES Center,2,New York Knicks Vs Los Angeles Lakers,Los Angeles Lakers
1035,Tue May 11 2021,10:00p,Oklahoma City Thunder,106,Sacramento Kings,122,Golden 1 Center,16,Oklahoma City Thunder Vs Sacramento Kings,Sacramento Kings
1036,Wed May 12 2021,7:00p,Washington Wizards,116,Atlanta Hawks,120,State Farm Arena,4,Washington Wizards Vs Atlanta Hawks,Atlanta Hawks
1037,Wed May 12 2021,8:00p,San Antonio Spurs,116,Brooklyn Nets,128,Barclays Center,12,San Antonio Spurs Vs Brooklyn Nets,Brooklyn Nets
1038,Wed May 12 2021,8:00p,Boston Celtics,94,Cleveland Cavaliers,102,Rocket Mortgage Fieldhouse,8,Boston Celtics Vs Cleveland Cavaliers,Cleveland Cavaliers
1039,Wed May 12 2021,9:00p,New Orleans Pelicans,107,Dallas Mavericks,125,American Airlines Center,18,New Orleans Pelicans Vs Dallas Mavericks,Dallas Mavericks
1040,Wed May 12 2021,9:30p,Portland Trail Blazers,105,Utah Jazz,98,Vivint Smart Home Arena,7,Portland Trail Blazers Vs Utah Jazz,Portland Trail Blazers
1041,Wed May 12 2021,10:30p,Houston Rockets,122,Los Angeles Lakers,124,STAPLES Center,2,Houston Rockets Vs Los Angeles Lakers,Los Angeles Lakers
1042,Thu May 13 2021,7:00p,Los Angeles Clippers,113,Charlotte Hornets,90,Spectrum Center,23,Los Angeles Clippers Vs Charlotte Hornets,Los Angeles Clippers
1043,Thu May 13 2021,7:00p,Milwaukee Bucks,142,Indiana Pacers,133,Bankers Life Fieldhouse,9,Milwaukee Bucks Vs Indiana Pacers,Milwaukee Bucks
1044,Thu May 13 2021,7:30p,Orlando Magic,93,Atlanta Hawks,116,State Farm Arena,23,Orlando Magic Vs Atlanta Hawks,Atlanta Hawks
1045,Thu May 13 2021,7:30p,Philadelphia 76ers,94,Miami Heat,106,AmericanAirlines Arena,12,Philadelphia 76ers Vs Miami Heat,Miami Heat
1046,Thu May 13 2021,7:30p,San Antonio Spurs,98,New York Knicks,102,Madison Square Garden (IV),4,San Antonio Spurs Vs New York Knicks,New York Knicks
1047,Thu May 13 2021,8:00p,Toronto Raptors,102,Chicago Bulls,114,United Center,12,Toronto Raptors Vs Chicago Bulls,Chicago Bulls
1048,Thu May 13 2021,8:00p,Sacramento Kings,110,Memphis Grizzlies,116,FedEx Forum,6,Sacramento Kings Vs Memphis Grizzlies,Memphis Grizzlies
1049,Thu May 13 2021,8:00p,Denver Nuggets,114,Minnesota Timberwolves,103,Target Center,11,Denver Nuggets Vs Minnesota Timberwolves,Denver Nuggets
1050,Thu May 13 2021,10:00p,Portland Trail Blazers,117,Phoenix Suns,118,Phoenix Suns Arena,1,Portland Trail Blazers Vs Phoenix Suns,Phoenix Suns
1051,Fri May 14 2021,7:00p,Cleveland Cavaliers,105,Washington Wizards,120,Capital One Arena,15,Cleveland Cavaliers Vs Washington Wizards,Washington Wizards
1052,Fri May 14 2021,8:00p,Denver Nuggets,104,Detroit Pistons,91,Little Caesars Arena,13,Denver Nuggets Vs Detroit Pistons,Denver Nuggets
1053,Fri May 14 2021,8:00p,Utah Jazz,109,Oklahoma City Thunder,93,Chesapeake Energy Arena,16,Utah Jazz Vs Oklahoma City Thunder,Utah Jazz
1054,Fri May 14 2021,8:00p,Orlando Magic,97,Philadelphia 76ers,122,Wells Fargo Center,25,Orlando Magic Vs Philadelphia 76ers,Philadelphia 76ers
1055,Fri May 14 2021,9:00p,Toronto Raptors,110,Dallas Mavericks,114,American Airlines Center,4,Toronto Raptors Vs Dallas Mavericks,Dallas Mavericks
1056,Fri May 14 2021,9:00p,Los Angeles Clippers,115,Houston Rockets,122,Toyota Center,7,Los Angeles Clippers Vs Houston Rockets,Houston Rockets
1057,Fri May 14 2021,9:00p,Sacramento Kings,106,Memphis Grizzlies,107,FedEx Forum,1,Sacramento Kings Vs Memphis Grizzlies,Memphis Grizzlies
1058,Fri May 14 2021,9:30p,New Orleans Pelicans,122,Golden State Warriors,125,Chase Center,3,New Orleans Pelicans Vs Golden State Warriors,Golden State Warriors
1059,Sat May 15 2021,1:00p,Chicago Bulls,91,Brooklyn Nets,105,Barclays Center,14,Chicago Bulls Vs Brooklyn Nets,Brooklyn Nets
1060,Sat May 15 2021,1:00p,Los Angeles Lakers,122,Indiana Pacers,115,Bankers Life Fieldhouse,7,Los Angeles Lakers Vs Indiana Pacers,Los Angeles Lakers
1061,Sat May 15 2021,1:00p,Charlotte Hornets,109,New York Knicks,118,Madison Square Garden (IV),9,Charlotte Hornets Vs New York Knicks,New York Knicks
1062,Sat May 15 2021,2:00p,Boston Celtics,124,Minnesota Timberwolves,108,Target Center,16,Boston Celtics Vs Minnesota Timberwolves,Boston Celtics
1063,Sat May 15 2021,2:00p,Phoenix Suns,140,San Antonio Spurs,103,AT&T Center,37,Phoenix Suns Vs San Antonio Spurs,Phoenix Suns
1064,Sat May 15 2021,8:00p,Miami Heat,108,Milwaukee Bucks,122,Fiserv Forum,14,Miami Heat Vs Milwaukee Bucks,Milwaukee Bucks
1065,Sun May 16 2021,1:00p,Boston Celtics,92,New York Knicks,96,Madison Square Garden (IV),4,Boston Celtics Vs New York Knicks,New York Knicks
1066,Sun May 16 2021,1:00p,Indiana Pacers,125,Toronto Raptors,113,Amalie Arena,12,Indiana Pacers Vs Toronto Raptors,Indiana Pacers
1067,Sun May 16 2021,1:00p,Charlotte Hornets,110,Washington Wizards,115,Capital One Arena,5,Charlotte Hornets Vs Washington Wizards,Washington Wizards
1068,Sun May 16 2021,2:00p,Phoenix Suns,123,San Antonio Spurs,121,AT&T Center,2,Phoenix Suns Vs San Antonio Spurs,Phoenix Suns
1069,Sun May 16 2021,3:30p,Memphis Grizzlies,101,Golden State Warriors,113,Chase Center,12,Memphis Grizzlies Vs Golden State Warriors,Golden State Warriors
1070,Sun May 16 2021,7:00p,Houston Rockets,95,Atlanta Hawks,124,State Farm Arena,29,Houston Rockets Vs Atlanta Hawks,Atlanta Hawks
1071,Sun May 16 2021,7:00p,Cleveland Cavaliers,109,Brooklyn Nets,123,Barclays Center,14,Cleveland Cavaliers Vs Brooklyn Nets,Brooklyn Nets
1072,Sun May 16 2021,7:00p,Orlando Magic,117,Philadelphia 76ers,128,Wells Fargo Center,11,Orlando Magic Vs Philadelphia 76ers,Philadelphia 76ers
1073,Sun May 16 2021,8:00p,Miami Heat,120,Detroit Pistons,107,Little Caesars Arena,13,Miami Heat Vs Detroit Pistons,Miami Heat
1074,Sun May 16 2021,9:00p,Milwaukee Bucks,112,Chicago Bulls,118,United Center,6,Milwaukee Bucks Vs Chicago Bulls,Chicago Bulls
1075,Sun May 16 2021,9:00p,Dallas Mavericks,121,Minnesota Timberwolves,136,Target Center,15,Dallas Mavericks Vs Minnesota Timberwolves,Minnesota Timberwolves
1076,Sun May 16 2021,9:00p,Los Angeles Lakers,110,New Orleans Pelicans,98,Smoothie King Center,12,Los Angeles Lakers Vs New Orleans Pelicans,Los Angeles Lakers
1077,Sun May 16 2021,9:00p,Los Angeles Clippers,112,Oklahoma City Thunder,117,Chesapeake Energy Arena,5,Los Angeles Clippers Vs Oklahoma City Thunder,Oklahoma City Thunder
1078,Sun May 16 2021,9:00p,Denver Nuggets,116,Portland Trail Blazers,132,Moda Center,16,Denver Nuggets Vs Portland Trail Blazers,Portland Trail Blazers
1079,Sun May 16 2021,9:00p,Utah Jazz,121,Sacramento Kings,99,Golden 1 Center,22,Utah Jazz Vs Sacramento Kings,Utah Jazz
