,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Arena,Point Difference,Team v. Team,Winner
1213,Sat Apr 9 2022,8:30p,Golden State Warriors,100,San Antonio Spurs,94,AT&T Center,6,Golden State Warriors Vs San Antonio Spurs,Golden State Warriors
1214,Sat Apr 9 2022,9:30p,Sacramento Kings,98,Los Angeles Clippers,117,Crypto.com Arena,19,Sacramento Kings Vs Los Angeles Clippers,Los Angeles Clippers
1215,Sun Apr 10 2022,3:30p,Indiana Pacers,126,Brooklyn Nets,134,Barclays Center,8,Indiana Pacers Vs Brooklyn Nets,Brooklyn Nets
1216,Sun Apr 10 2022,3:30p,Washington Wizards,108,Charlotte Hornets,124,Spectrum Center,16,Washington Wizards Vs Charlotte Hornets,Charlotte Hornets
1217,Sun Apr 10 2022,3:30p,Milwaukee Bucks,115,Cleveland Cavaliers,133,Rocket Mortgage Fieldhouse,18,Milwaukee Bucks Vs Cleveland Cavaliers,Cleveland Cavaliers
1218,Sun Apr 10 2022,3:30p,Atlanta Hawks,130,Houston Rockets,114,Toyota Center,16,Atlanta Hawks Vs Houston Rockets,Atlanta Hawks
1219,Sun Apr 10 2022,7:00p,Boston Celtics,139,Memphis Grizzlies,110,FedEx Forum,29,Boston Celtics Vs Memphis Grizzlies,Boston Celtics
1220,Sun Apr 10 2022,7:00p,Toronto Raptors,94,New York Knicks,105,Madison Square Garden (IV),11,Toronto Raptors Vs New York Knicks,New York Knicks
1221,Sun Apr 10 2022,7:00p,Miami Heat,111,Orlando Magic,125,Amway Center,14,Miami Heat Vs Orlando Magic,Orlando Magic
1222,Sun Apr 10 2022,7:00p,Detroit Pistons,106,Philadelphia 76ers,118,Wells Fargo Center,12,Detroit Pistons Vs Philadelphia 76ers,Philadelphia 76ers
1223,Sun Apr 10 2022,8:30p,Chicago Bulls,124,Minnesota Timberwolves,120,Target Center,4,Chicago Bulls Vs Minnesota Timberwolves,Chicago Bulls
1224,Sun Apr 10 2022,9:30p,San Antonio Spurs,120,Dallas Mavericks,130,American Airlines Center,10,San Antonio Spurs Vs Dallas Mavericks,Dallas Mavericks
1225,Sun Apr 10 2022,9:30p,Los Angeles Lakers,146,Denver Nuggets,141,Ball Arena,5,Los Angeles Lakers Vs Denver Nuggets,Los Angeles Lakers
1226,Sun Apr 10 2022,9:30p,Oklahoma City Thunder,88,Los Angeles Clippers,138,Crypto.com Arena,50,Oklahoma City Thunder Vs Los Angeles Clippers,Los Angeles Clippers
1227,Sun Apr 10 2022,9:30p,Golden State Warriors,128,New Orleans Pelicans,107,Smoothie King Center,21,Golden State Warriors Vs New Orleans Pelicans,Golden State Warriors
1228,Sun Apr 10 2022,9:30p,Sacramento Kings,116,Phoenix Suns,109,Phoenix Suns Arena,7,Sacramento Kings Vs Phoenix Suns,Sacramento Kings
1229,Sun Apr 10 2022,9:30p,Utah Jazz,111,Portland Trail Blazers,80,Moda Center,31,Utah Jazz Vs Portland Trail Blazers,Utah Jazz
