Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P_FGA%,0-3ft_FGA%,3-10_FGA%,10-16ft_FGA%,16-3Pft_FGA%,3P_FGA%,,2P_FG%,0-3_FG%,3-10_FG%,10-16_FG%,16-3P_FG%,3P_FG%,,2P_FG_AST%,3P_FG_AST%,,%FGA_DUNK,#_DUNK,,%3PA,3P%,,Att._Heave,#_Heave
352,Miles McBride\mcbrimi01,PG,21,NYK,21,151,.259,17.1,,.466,.207,.121,.000,.138,.534,,.370,.500,.286,,.250,.161,,.300,.200,,.017,0,,.258,.250,,0,0
353,Mac McClung\mccluma01,PG,23,CHI,1,3,1.000,16.0,,1.000,.000,.000,.000,1.000,.000,,1.000,,,,1.000,,,1.000,,,.000,0,,,,,0,0
354,CJ McCollum\mccolcj01,SG,30,TOT,38,1340,.438,16.6,,.569,.132,.165,.154,.118,.431,,.483,.617,.402,.477,.452,.379,,.231,.647,,.004,3,,.157,.313,,0,0
354,CJ McCollum\mccolcj01,SG,30,POR,36,1267,.436,16.7,,.565,.126,.165,.155,.119,.435,,.476,.607,.409,.476,.430,.384,,.223,.658,,.003,2,,.166,.313,,0,0
354,CJ McCollum\mccolcj01,SG,30,NOP,2,73,.467,14.9,,.622,.222,.156,.133,.111,.378,,.571,.700,.286,.500,.800,.294,,.313,.400,,.022,1,,.000,,,0,0
355,T.J. McConnell\mccontj01,PG,29,IND,24,581,.503,9.7,,.862,.287,.343,.166,.066,.138,,.538,.577,.581,.467,.333,.280,,.262,1.000,,.000,0,,.280,.286,,2,0
356,Jaden McDaniels\mcdanja02,PF,21,MIN,54,1402,.442,13.9,,.553,.269,.190,.067,.026,.447,,.552,.723,.316,.536,.545,.306,,.693,1.000,,.091,30,,.468,.333,,1,0
357,Jalen McDaniels\mcdanja01,SF,24,CHO,39,685,.492,13.7,,.563,.294,.193,.056,.020,.437,,.586,.759,.421,.182,.750,.372,,.662,1.000,,.086,15,,.360,.290,,1,0
358,Doug McDermott\mcderdo01,PF,30,SAS,41,1002,.466,16.8,,.443,.173,.173,.070,.028,.557,,.506,.642,.388,.444,.545,.435,,.816,.989,,.013,5,,.199,.512,,0,0
359,JaVale McGee\mcgeeja01,C,34,PHO,50,811,.654,4.2,,.982,.538,.370,.052,.021,.018,,.660,.716,.636,.353,.429,.333,,.712,1.000,,.229,73,,.000,,,0,0
360,Cameron McGriff\mcgrica01,SF,24,POR,3,46,.357,13.0,,.571,.357,.143,.000,.071,.429,,.375,.400,.500,,.000,.333,,.667,.000,,.000,0,,.333,.000,,0,0
361,Rodney McGruder\mcgruro01,SG,30,DET,31,426,.449,17.7,,.398,.153,.161,.059,.025,.602,,.511,.611,.421,.429,.667,.408,,.625,1.000,,.008,0,,.465,.394,,1,0
362,Alfonzo McKinnie\mckinal01,SF,29,CHI,17,206,.393,14.1,,.557,.311,.082,.082,.082,.443,,.441,.526,.600,.000,.400,.333,,.733,1.000,,.148,7,,.407,.364,,0,0
363,JaQuori McLaughlin\mclauja01,PG,24,DAL,4,11,.000,21.9,,.500,.000,.000,.000,.500,.500,,.000,,,,.000,.000,,,,,.000,0,,1.000,.000,,0,0
364,Jordan McLaughlin\mclaujo01,PG,25,MIN,39,482,.389,12.9,,.628,.292,.274,.053,.009,.372,,.493,.727,.290,.167,1.000,.214,,.371,.889,,.018,2,,.262,.455,,3,0
365,Ben McLemore\mclembe01,SG,28,POR,40,745,.396,22.1,,.198,.084,.019,.010,.084,.802,,.475,.615,.500,.333,.346,.377,,.828,.978,,.016,5,,.348,.477,,0,0
366,De'Anthony Melton\meltode01,SG,23,MEM,49,1116,.384,16.8,,.489,.179,.166,.074,.070,.511,,.429,.549,.342,.471,.281,.342,,.438,.800,,.033,12,,.137,.469,,0,0
367,Sam Merrill\merrisa01,SG,25,MEM,6,58,.333,24.4,,.042,.042,.000,.000,.000,.958,,1.000,1.000,,,,.304,,1.000,.714,,.000,0,,.217,.200,,0,0
368,Chimezie Metu\metuch01,C,24,SAC,40,895,.438,14.0,,.574,.233,.227,.079,.035,.426,,.555,.703,.528,.280,.364,.281,,.772,.974,,.189,50,,.326,.295,,0,0
369,Khris Middleton\middlkh01,SF,30,MIL,45,1434,.445,17.2,,.582,.110,.135,.200,.136,.418,,.497,.730,.374,.519,.402,.372,,.338,.667,,.007,4,,.113,.469,,0,0
370,C.J. Miles\milescj01,SG,34,BOS,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
371,Patty Mills\millspa02,PG,33,BRK,55,1704,.430,21.0,,.306,.074,.040,.072,.120,.694,,.452,.733,.208,.432,.370,.420,,.619,.921,,.000,0,,.259,.358,,1,0
372,Paul Millsap\millspa01,PF,36,BRK,24,270,.376,11.1,,.682,.376,.212,.082,.012,.318,,.448,.531,.389,.286,.000,.222,,.462,1.000,,.047,3,,.370,.100,,0,0
373,Shake Milton\miltosh01,PG,25,PHI,29,714,.422,13.0,,.698,.213,.280,.157,.049,.302,,.471,.684,.400,.381,.231,.309,,.341,.920,,.007,1,,.148,.333,,1,0
374,Davion Mitchell\mitchda01,PG,23,SAC,52,1350,.407,16.1,,.587,.166,.158,.120,.144,.413,,.467,.678,.430,.338,.372,.321,,.221,.625,,.004,2,,.103,.348,,3,0
375,Donovan Mitchell\mitchdo01,SG,25,UTA,44,1466,.451,16.4,,.535,.140,.251,.080,.064,.465,,.545,.712,.480,.528,.456,.344,,.165,.490,,.021,16,,.101,.333,,2,0
376,Evan Mobley\mobleev01,PF,20,CLE,49,1667,.502,8.8,,.887,.342,.308,.163,.074,.113,,.531,.730,.394,.453,.349,.273,,.644,1.000,,.175,93,,.212,.429,,1,0
377,Malik Monk\monkma01,SG,23,LAL,51,1378,.472,16.7,,.443,.221,.153,.029,.039,.557,,.561,.711,.456,.333,.300,.401,,.547,.878,,.052,27,,.160,.348,,0,0
378,Greg Monroe\monrogr01,C,31,TOT,9,139,.548,3.5,,1.000,.595,.381,.000,.024,.000,,.548,.640,.438,,.000,,,.522,,,.024,1,,,,,0,0
378,Greg Monroe\monrogr01,C,31,MIN,3,63,.643,4.5,,1.000,.500,.429,.000,.071,.000,,.643,1.000,.333,,.000,,,.556,,,.000,0,,,,,0,0
378,Greg Monroe\monrogr01,C,31,WAS,2,18,.500,2.3,,1.000,.750,.250,.000,.000,.000,,.500,.667,.000,,,,,.500,,,.000,0,,,,,0,0
378,Greg Monroe\monrogr01,C,31,MIL,4,58,.500,3.2,,1.000,.600,.400,.000,.000,.000,,.500,.417,.625,,,,,.500,,,.050,1,,,,,0,0
379,Moses Moody\moodymo01,SG,19,GSW,33,309,.381,17.9,,.392,.196,.082,.052,.062,.608,,.500,.632,.375,.600,.167,.305,,.789,1.000,,.072,7,,.356,.190,,0,0
380,Xavier Moon\moonxa01,SG,27,LAC,6,83,.412,16.6,,.706,.059,.176,.176,.294,.294,,.458,.500,.167,.333,.700,.300,,.091,.333,,.000,0,,.100,.000,,0,0
381,Matt Mooney\moonema01,SG,24,NYK,1,2,.000,25.1,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0
382,Ja Morant\moranja01,PG,22,MEM,45,1489,.493,10.4,,.777,.320,.304,.130,.023,.223,,.539,.715,.440,.398,.190,.335,,.255,.529,,.057,47,,.094,.474,,1,0
383,Juwan Morgan\morgaju01,PF,24,TOR,1,27,.667,17.1,,.333,.333,.000,.000,.000,.667,,1.000,1.000,,,,.500,,1.000,1.000,,.000,0,,.000,,,0,0
384,Jaylen Morris\morrija01,SG,26,SAS,3,16,.000,11.6,,.667,.500,.167,.000,.000,.333,,.000,.000,.000,,,.000,,,,,.167,0,,.000,,,0,0
385,Marcus Morris\morrima03,PF,32,LAC,33,995,.432,17.5,,.598,.050,.155,.223,.170,.402,,.464,.591,.500,.398,.480,.384,,.287,.926,,.000,0,,.209,.459,,1,0
386,Markieff Morris\morrima02,PF,32,MIA,10,187,.457,14.1,,.686,.171,.143,.286,.086,.314,,.500,.667,.400,.450,.500,.364,,.583,1.000,,.071,4,,.591,.385,,0,0
387,Monte Morris\morrimo01,PG,26,DEN,51,1529,.474,16.4,,.599,.142,.128,.142,.188,.401,,.541,.744,.457,.487,.485,.373,,.449,.927,,.000,0,,.332,.356,,0,0
388,Emmanuel Mudiay\mudiaem01,PG,25,SAC,2,11,.000,13.0,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0
389,Mychal Mulder\muldemy01,PG,27,ORL,15,195,.299,19.4,,.313,.134,.104,.030,.045,.687,,.333,.556,.000,.500,.333,.283,,.571,1.000,,.045,2,,.217,.400,,0,0
390,Ade Murkey\murkead01,SG,24,SAC,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
391,Trey Murphy III\murphtr02,SF,21,NOP,40,514,.338,19.6,,.277,.149,.088,.014,.027,.723,,.341,.591,.077,.000,.000,.336,,.500,.944,,.054,7,,.449,.438,,1,0
392,Dejounte Murray\murrade01,PG,25,SAS,50,1719,.460,12.6,,.771,.213,.207,.239,.111,.229,,.501,.654,.419,.465,.440,.320,,.196,.727,,.021,19,,.189,.359,,0,0
393,Mike Muscala\muscami01,C,30,OKC,43,592,.456,19.6,,.343,.129,.097,.089,.028,.657,,.506,.688,.458,.318,.429,.429,,.814,1.000,,.036,9,,.178,.345,,0,0
394,Svi Mykhailiuk\mykhasv01,SF,24,TOR,42,649,.405,16.7,,.449,.224,.098,.068,.059,.551,,.522,.630,.550,.286,.333,.310,,.521,.943,,.044,7,,.283,.438,,0,0
395,Abdel Nader\naderab01,SF,28,PHO,14,145,.343,12.9,,.600,.314,.286,.000,.000,.400,,.381,.727,.000,,,.286,,.500,1.000,,.029,1,,.357,.200,,1,0
396,Larry Nance Jr.\nancela02,PF,29,POR,37,858,.515,10.5,,.687,.449,.162,.051,.025,.313,,.610,.674,.563,.300,.400,.306,,.663,1.000,,.202,35,,.274,.294,,1,0
397,RJ Nembhard Jr.\nembhrj01,SG,22,CLE,7,44,.455,6.7,,.909,.455,.364,.091,.000,.091,,.500,1.000,.000,.000,,.000,,.600,,,.000,0,,.000,,,0,0
398,Aaron Nesmith\nesmiaa01,SF,22,BOS,39,398,.354,18.3,,.369,.115,.162,.031,.062,.631,,.604,.800,.476,.250,.750,.207,,.828,1.000,,.038,5,,.402,.182,,0,0
399,Raul Neto\netora01,PG,29,WAS,46,914,.447,12.3,,.725,.195,.328,.179,.023,.275,,.530,.661,.475,.500,.429,.229,,.319,.737,,.000,0,,.169,.214,,1,0
400,Malik Newman\newmama01,PG,24,CLE,1,8,.600,14.8,,.800,.200,.000,.400,.200,.200,,.750,1.000,,1.000,.000,.000,,.667,,,.000,0,,.000,,,0,0
401,Georges Niang\niangge01,PF,28,PHI,52,1201,.432,18.0,,.364,.138,.176,.038,.013,.636,,.497,.636,.457,.267,.200,.395,,.736,.970,,.005,2,,.352,.382,,0,0
402,Daishen Nix\nixda01,SG,19,HOU,8,67,.650,10.8,,.650,.450,.200,.000,.000,.350,,.769,.889,.500,,,.429,,.300,.667,,.100,2,,.143,1.000,,0,0
403,Zeke Nnaji\nnajize01,PF,21,DEN,39,651,.540,13.0,,.568,.364,.153,.006,.045,.432,,.580,.734,.259,.000,.500,.487,,.569,.946,,.125,19,,.421,.531,,0,0
404,Nerlens Noel\noelne01,C,27,NYK,25,562,.533,5.9,,.950,.533,.250,.167,.000,.050,,.561,.563,.533,.600,,.000,,.750,,,.117,3,,.667,.000,,1,0
405,Jaylen Nowell\nowelja01,SG,22,MIN,40,603,.464,13.8,,.635,.198,.247,.148,.042,.365,,.521,.712,.431,.410,.545,.365,,.391,.771,,.023,5,,.188,.333,,2,0
406,Frank Ntilikina\ntilila01,PG,23,DAL,46,586,.378,17.9,,.479,.101,.154,.106,.117,.521,,.422,.368,.483,.400,.409,.337,,.579,.879,,.016,1,,.286,.357,,1,0
407,Jusuf Nurkić\nurkiju01,C,27,POR,54,1514,.533,5.8,,.908,.499,.344,.030,.035,.092,,.563,.643,.492,.294,.350,.231,,.631,.917,,.063,34,,.019,1.000,,0,0
408,David Nwaba\nwabada01,SF,29,HOU,35,485,.473,8.6,,.747,.527,.199,.021,.000,.253,,.541,.662,.241,.333,,.270,,.559,1.000,,.123,18,,.351,.231,,0,0
409,Jordan Nwora\nworajo01,SF,23,MIL,43,820,.402,17.3,,.494,.175,.113,.101,.104,.506,,.447,.702,.351,.333,.235,.358,,.569,.763,,.028,7,,.291,.375,,0,0
410,Royce O'Neale\onealro01,SF,28,UTA,52,1634,.490,18.3,,.326,.208,.115,.003,.000,.674,,.660,.733,.545,.000,,.407,,.629,1.000,,.035,9,,.314,.410,,0,0
411,Semi Ojeleye\ojelese01,PF,27,MIL,20,308,.257,17.9,,.414,.086,.229,.100,.000,.586,,.241,.667,.188,.000,,.268,,.857,.818,,.057,3,,.390,.250,,1,0
412,Chuma Okeke\okekech01,PF,23,ORL,47,1110,.385,17.6,,.402,.161,.156,.046,.038,.598,,.497,.644,.456,.353,.214,.311,,.521,.971,,.055,19,,.251,.309,,0,0
413,Josh Okogie\okogijo01,SG,23,MIN,33,408,.347,13.0,,.520,.333,.173,.013,.000,.480,,.410,.400,.462,.000,,.278,,.688,1.000,,.107,5,,.500,.167,,0,0
414,Onyeka Okongwu\okongon01,C,21,ATL,24,522,.709,4.1,,1.000,.701,.239,.043,.017,.000,,.709,.793,.500,.600,.500,,,.807,,,.274,30,,,,,0,0
415,Isaac Okoro\okorois01,SF,21,CLE,42,1213,.462,10.8,,.617,.466,.124,.014,.014,.383,,.559,.667,.222,.250,.250,.306,,.740,.912,,.093,25,,.676,.293,,0,0
416,KZ Okpala\okpalkz01,PF,22,MIA,21,244,.435,12.0,,.623,.319,.232,.058,.014,.377,,.488,.545,.500,.250,.000,.346,,.762,1.000,,.101,7,,.615,.500,,0,0
417,Cameron Oliver\oliveca01,SF,25,ATL,2,43,.667,7.8,,.800,.600,.133,.000,.067,.200,,.750,.667,1.000,,1.000,.333,,.778,1.000,,.067,1,,.333,.000,,0,0
418,Kelly Olynyk\olynyke01,C,30,DET,19,389,.400,13.9,,.594,.318,.171,.059,.047,.406,,.485,.630,.276,.300,.500,.275,,.551,.842,,.053,8,,.000,,,1,0
419,Eugene Omoruyi\omorueu01,SF,24,DAL,4,18,.400,17.7,,.600,.000,.200,.200,.200,.400,,.333,,1.000,.000,.000,.500,,.000,1.000,,.000,0,,.500,.000,,0,0
420,Miye Oni\onimi01,SG,24,UTA,16,44,.222,21.8,,.111,.111,.000,.000,.000,.889,,1.000,1.000,,,,.125,,.000,1.000,,.000,0,,.625,.000,,0,0
421,Cedi Osman\osmande01,SF,26,CLE,45,1043,.420,17.8,,.379,.228,.109,.019,.022,.621,,.526,.606,.444,.250,.333,.355,,.707,.879,,.012,5,,.164,.429,,1,0
422,Daniel Oturu\oturuda01,C,22,TOR,3,27,.500,6.8,,.833,.500,.333,.000,.000,.167,,.600,.667,.500,,,.000,,.333,,,.000,0,,.000,,,0,0
423,Kelly Oubre Jr.\oubreke01,SF,26,CHO,52,1475,.440,16.8,,.411,.226,.125,.047,.013,.589,,.578,.711,.432,.333,.556,.343,,.611,.923,,.065,41,,.312,.318,,2,0
424,Jaysean Paige\paigeja01,PG,27,DET,1,7,.000,23.7,,.333,.000,.000,.000,.333,.667,,.000,,,,.000,.000,,,,,.000,0,,.000,,,0,0
425,Trayvon Palmer\palmetr01,SG,27,DET,1,17,.000,4.0,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0
426,Kevin Pangos\pangoke01,PG,29,CLE,24,166,.326,17.8,,.435,.109,.239,.043,.043,.565,,.450,.600,.364,.500,.500,.231,,.111,.333,,.000,0,,.038,.000,,0,0
427,Jabari Parker\parkeja01,PF,26,BOS,12,112,.474,16.6,,.579,.211,.184,.026,.158,.421,,.455,.750,.286,.000,.333,.500,,.600,.875,,.105,4,,.375,.500,,1,0
428,Eric Paschall\pascher01,PF,25,UTA,42,556,.480,14.6,,.491,.287,.164,.035,.006,.509,,.595,.633,.607,.167,1.000,.368,,.540,.938,,.088,11,,.483,.405,,2,0
429,Chris Paul\paulch01,PG,36,PHO,56,1861,.486,16.5,,.728,.034,.160,.332,.202,.272,,.542,.727,.510,.577,.481,.335,,.113,.407,,.000,0,,.080,.286,,3,0
430,Cameron Payne\payneca01,PG,27,PHO,40,815,.404,13.3,,.657,.217,.294,.107,.038,.343,,.440,.494,.365,.500,.533,.336,,.168,.711,,.003,1,,.075,.300,,1,0
431,Elfrid Payton\paytoel01,PG,27,PHO,36,428,.394,7.8,,.898,.277,.496,.073,.051,.102,,.407,.526,.368,.300,.286,.286,,.240,.750,,.036,4,,.286,.000,,0,0
432,Gary Payton II\paytoga02,PG,29,GSW,54,892,.618,10.9,,.639,.386,.241,.004,.008,.361,,.761,.833,.667,.000,.500,.367,,.785,1.000,,.209,47,,.522,.426,,1,0
433,Norvel Pelle\pelleno01,C,28,UTA,3,19,.600,0.4,,1.000,1.000,.000,.000,.000,.000,,.600,.600,,,,,,.667,,,.400,2,,,,,0,0
434,Reggie Perry\perryre01,PF,21,TOT,3,51,.500,13.2,,.800,.100,.400,.100,.200,.200,,.500,1.000,.000,1.000,1.000,.500,,1.000,1.000,,.000,0,,.500,.000,,0,0
434,Reggie Perry\perryre01,PF,21,POR,2,41,.444,12.5,,.778,.111,.444,.111,.111,.222,,.429,1.000,.000,1.000,1.000,.500,,1.000,1.000,,.000,0,,.500,.000,,0,0
434,Reggie Perry\perryre01,PF,21,IND,1,10,1.000,20.1,,1.000,.000,.000,.000,1.000,.000,,1.000,,,,1.000,,,1.000,,,.000,0,,,,,0,0
435,Jamorko Pickett\pickeja01,PF,24,DET,6,47,.100,20.9,,.300,.100,.100,.000,.100,.700,,.000,.000,.000,,.000,.143,,,1.000,,.000,0,,.143,.000,,0,0
436,Theo Pinson\pinsoth01,SF,26,DAL,16,120,.281,22.2,,.219,.063,.063,.000,.094,.781,,.429,.500,.000,,.667,.240,,.333,.833,,.031,1,,.080,.500,,0,0
437,Mason Plumlee\plumlma01,C,31,CHO,49,1249,.633,3.4,,.991,.638,.306,.044,.004,.009,,.639,.753,.443,.400,.000,.000,,.759,,,.349,71,,.000,,,1,0
438,Jakob Poeltl\poeltja01,C,26,SAS,47,1352,.610,4.8,,.998,.481,.367,.145,.004,.002,,.609,.745,.479,.492,.500,1.000,,.740,1.000,,.082,33,,.000,,,1,1
439,Aleksej Pokusevski\pokusal01,PF,20,OKC,40,646,.396,15.1,,.546,.220,.189,.062,.075,.454,,.500,.640,.442,.357,.353,.272,,.500,.929,,.093,19,,.252,.346,,0,0
440,Yves Pons\ponsyv01,SF,22,MEM,7,22,.333,8.9,,.667,.333,.333,.000,.000,.333,,.000,.000,.000,,,1.000,,,1.000,,.667,0,,1.000,1.000,,0,0
441,Jordan Poole\poolejo01,SG,22,GSW,51,1481,.436,17.7,,.450,.154,.171,.069,.057,.550,,.556,.670,.541,.444,.432,.338,,.515,.785,,.022,13,,.198,.352,,5,1
442,Kevin Porter Jr.\porteke02,PG,21,HOU,38,1143,.403,16.2,,.493,.223,.146,.051,.073,.507,,.426,.624,.227,.304,.303,.380,,.242,.483,,.051,19,,.118,.407,,0,0
443,Michael Porter Jr.\portemi01,SF,23,DEN,9,265,.359,17.2,,.534,.165,.097,.107,.165,.466,,.491,.706,.300,.273,.529,.208,,.704,.900,,.019,2,,.104,.000,,1,0
444,Otto Porter Jr.\porteot01,PF,28,GSW,46,996,.471,18.0,,.435,.126,.142,.090,.077,.565,,.570,.744,.568,.464,.417,.394,,.805,.942,,.023,7,,.240,.381,,0,0
445,Bobby Portis\portibo01,C,26,MIL,48,1380,.487,14.2,,.622,.220,.197,.123,.082,.378,,.527,.634,.479,.452,.469,.422,,.554,1.000,,.035,15,,.347,.449,,1,0
446,Kristaps Porziņģis\porzikr01,PF,26,DAL,34,1002,.451,14.3,,.659,.230,.161,.191,.077,.341,,.537,.778,.427,.392,.410,.283,,.711,1.000,,.132,60,,.029,.400,,0,0
447,Micah Potter\pottemi01,C,23,DET,3,31,.455,8.3,,.818,.364,.273,.182,.000,.182,,.556,.500,.667,.500,,.000,,.600,,,.000,0,,.000,,,0,0
448,Dwight Powell\poweldw01,C,30,DAL,57,1164,.646,5.3,,.872,.700,.136,.016,.021,.128,,.684,.765,.394,.500,.000,.387,,.869,1.000,,.305,66,,.258,.625,,0,0
449,Myles Powell\powelmy01,PG,24,PHI,11,52,.294,13.5,,.647,.353,.176,.000,.118,.353,,.364,.667,.000,,.000,.167,,.000,.000,,.000,0,,.000,,,0,0
450,Norman Powell\powelno01,SF-SG,28,TOT,43,1413,.457,14.4,,.584,.260,.176,.057,.091,.416,,.493,.572,.408,.485,.434,.407,,.506,.879,,.027,13,,.317,.377,,0,0
450,Norman Powell\powelno01,SF,28,POR,40,1333,.456,14.4,,.577,.264,.172,.052,.090,.423,,.492,.559,.409,.464,.469,.406,,.513,.914,,.028,12,,.332,.382,,0,0
450,Norman Powell\powelno01,SG,28,LAC,3,80,.476,13.6,,.667,.214,.238,.119,.095,.333,,.500,.778,.400,.600,.000,.429,,.429,.333,,.024,1,,.071,.000,,0,0
451,Joshua Primo\primojo01,SG,19,SAS,28,443,.381,16.1,,.470,.194,.172,.075,.030,.530,,.429,.615,.348,.200,.250,.338,,.519,.917,,.022,2,,.437,.290,,0,0
452,Taurean Prince\princta02,PF,27,MIN,45,698,.453,17.5,,.389,.182,.123,.054,.030,.611,,.544,.595,.440,.727,.333,.395,,.744,.918,,.015,2,,.387,.396,,1,0
453,Payton Pritchard\pritcpa01,SG,24,BOS,47,570,.374,21.2,,.397,.089,.103,.075,.131,.603,,.388,.579,.318,.313,.357,.364,,.273,.723,,.005,1,,.116,.600,,0,0
454,Trevelin Queen\queentr01,SG,24,HOU,8,69,.448,20.4,,.241,.207,.034,.000,.000,.759,,.714,.833,.000,,,.364,,.600,.500,,.034,1,,.136,.333,,0,0
455,Neemias Queta\quetane01,C,22,SAC,10,56,.391,5.2,,1.000,.522,.304,.087,.087,.000,,.391,.333,.714,.000,.000,,,.556,,,.130,2,,,,,0,0
456,Immanuel Quickley\quickim01,PG,22,NYK,53,1135,.366,18.9,,.429,.083,.152,.123,.071,.571,,.417,.568,.353,.400,.406,.328,,.288,.571,,.007,2,,.109,.321,,0,0
457,Jahmi'us Ramsey\ramseja01,SG,20,SAC,19,134,.414,12.4,,.690,.310,.224,.069,.086,.310,,.475,.667,.231,.250,.600,.278,,.579,.800,,.034,2,,.167,.333,,0,0
458,Julius Randle\randlju01,PF,27,NYK,55,1952,.420,13.9,,.683,.253,.146,.135,.148,.317,,.474,.642,.403,.363,.360,.302,,.364,.830,,.044,35,,.127,.270,,0,0
459,Austin Reaves\reaveau01,SG,23,LAL,38,803,.488,17.6,,.438,.216,.123,.043,.056,.562,,.690,.771,.700,.714,.333,.330,,.592,1.000,,.019,3,,.242,.318,,3,0
460,Cam Reddish\reddica01,SF,22,TOT,41,881,.397,15.7,,.551,.211,.114,.116,.111,.449,,.426,.590,.452,.279,.244,.361,,.517,.833,,.041,13,,.283,.447,,0,0
460,Cam Reddish\reddica01,SF,22,ATL,34,797,.402,15.8,,.554,.210,.111,.120,.114,.446,,.421,.583,.447,.293,.231,.379,,.500,.828,,.041,12,,.288,.455,,0,0
460,Cam Reddish\reddica01,SF,22,NYK,7,84,.333,15.5,,.519,.222,.148,.074,.074,.481,,.500,.667,.500,.000,.500,.154,,.714,1.000,,.037,1,,.231,.333,,0,0
461,Davon Reed\reedda01,SG,26,DEN,29,399,.474,18.6,,.442,.105,.116,.084,.137,.558,,.524,.600,.273,.750,.538,.434,,.545,.913,,.021,0,,.264,.357,,0,0
462,Paul Reed\reedpa01,C,22,PHI,23,213,.448,5.2,,.931,.534,.293,.069,.034,.069,,.481,.710,.118,.250,.500,.000,,.615,,,.172,10,,.750,.000,,0,0
463,Naz Reid\reidna01,C,22,MIN,54,864,.462,10.6,,.656,.387,.260,.009,.000,.344,,.524,.657,.333,.333,,.345,,.622,1.000,,.095,27,,.235,.536,,0,0
464,Nick Richards\richani01,C,24,CHO,41,344,.679,2.8,,1.000,.679,.284,.037,.000,.000,,.679,.782,.391,1.000,,,,.782,,,.432,29,,,,,0,0
465,Josh Richardson\richajo01,SG,28,BOS,44,1087,.443,17.4,,.545,.105,.155,.175,.111,.455,,.481,.694,.453,.400,.447,.397,,.444,.984,,.012,3,,.218,.353,,0,0
466,Austin Rivers\riverau01,SG,29,DEN,42,879,.410,18.1,,.344,.150,.163,.022,.009,.656,,.538,.765,.405,.200,.000,.342,,.476,.843,,.004,1,,.362,.556,,0,0
467,Duncan Robinson\robindu01,SG,27,MIA,54,1474,.397,22.3,,.161,.085,.046,.015,.015,.839,,.575,.674,.400,.625,.500,.363,,.800,.964,,.004,2,,.237,.417,,0,0
468,Justin Robinson\robinju01,PG,24,TOT,25,304,.301,21.4,,.344,.065,.075,.118,.086,.656,,.313,.833,.143,.182,.250,.295,,.200,.778,,.000,0,,.262,.375,,2,0
468,Justin Robinson\robinju01,PG,24,MIL,17,198,.316,20.9,,.351,.088,.070,.140,.053,.649,,.400,1.000,.250,.250,.000,.270,,.250,.700,,.000,0,,.216,.375,,1,0
468,Justin Robinson\robinju01,PG,24,SAC,3,15,.125,16.2,,.625,.000,.250,.250,.125,.375,,.200,,.000,.000,1.000,.000,,.000,,,.000,0,,.333,.000,,0,0
468,Justin Robinson\robinju01,PG,24,DET,5,91,.321,23.7,,.250,.036,.036,.036,.143,.750,,.143,.000,.000,.000,.250,.381,,.000,.875,,.000,0,,.333,.429,,1,0
469,Mitchell Robinson\robinmi01,C,23,NYK,51,1285,.768,1.1,,1.000,.937,.063,.000,.000,.000,,.768,.775,.667,,,,,.533,,,.561,121,,,,,0,0
470,Jeremiah Robinson-Earl\robinje02,C,21,OKC,44,1014,.401,15.4,,.486,.257,.140,.058,.031,.514,,.472,.587,.439,.176,.222,.333,,.761,1.000,,.055,13,,.267,.325,,0,0
471,Isaiah Roby\robyis01,PF,23,OKC,20,282,.543,10.3,,.713,.372,.287,.021,.032,.287,,.582,.771,.407,.000,.333,.444,,.718,.917,,.160,11,,.259,.714,,0,0
472,Rajon Rondo\rondora01,PG,35,TOT,30,549,.367,15.6,,.524,.218,.184,.102,.020,.476,,.403,.656,.222,.267,.000,.329,,.097,.826,,.000,0,,.114,.375,,0,0
472,Rajon Rondo\rondora01,PG,35,LAL,18,289,.324,14.1,,.577,.254,.225,.085,.014,.423,,.366,.611,.125,.333,.000,.267,,.067,1.000,,.000,0,,.067,.500,,0,0
472,Rajon Rondo\rondora01,PG,35,CLE,12,260,.408,17.0,,.474,.184,.145,.118,.026,.526,,.444,.714,.364,.222,.000,.375,,.125,.733,,.000,0,,.150,.333,,0,0
473,Derrick Rose\rosede01,PG,33,NYK,26,636,.445,13.4,,.664,.245,.230,.088,.102,.336,,.467,.582,.508,.292,.250,.402,,.259,.757,,.000,0,,.185,.353,,1,0
474,Terrence Ross\rosste01,SG,30,ORL,49,1197,.407,18.0,,.531,.104,.119,.165,.143,.469,,.485,.638,.444,.533,.354,.319,,.530,.765,,.022,8,,.122,.308,,3,0
475,Terry Rozier\roziete01,SG,27,CHO,49,1644,.431,16.7,,.480,.167,.167,.082,.065,.520,,.501,.649,.389,.469,.451,.365,,.407,.819,,.009,6,,.353,.389,,3,0
476,Ricky Rubio\rubiori01,PG,31,CLE,34,970,.363,15.4,,.577,.197,.165,.136,.078,.423,,.380,.481,.294,.375,.313,.339,,.256,.661,,.000,0,,.293,.294,,2,0
