Rk,Player,Pos,Age,Tm,G,MP,PE_PG%,PE_SG%,PE_SF%,PE_PF%,PE_C%,+/-_OnCourt,+/-_On-Off,TO_BadPass,TO_LostBall,Shoot_Fl_Com,Off._Fl_Com,Shoot_Fl_Drn,Off._Fl_Drn,PGA,And1,Blkd
1,Precious Achiuwa\achiupr01,C,22,TOR,46,1071,,,,,100%,1.1,-1.4,11,15,39,11,38,3,130,8,35
2,Steven Adams\adamsst01,C,28,MEM,54,1397,,,,,100%,8.5,6.9,47,14,47,15,63,8,376,16,35
3,Bam Adebayo\adebaba01,C,24,MIA,32,1057,,,,3%,98%,5.9,1.5,34,28,40,25,99,2,275,25,29
4,Santi Aldama\aldamsa01,PF,21,MEM,27,277,,,3%,63%,34%,3.3,-1.8,4,1,11,4,11,1,40,4,3
5,LaMarcus Aldridge\aldrila01,C,36,BRK,36,825,,,,,100%,4.7,6.2,8,8,36,8,39,0,81,16,10
6,Nickeil Alexander-Walker\alexani01,SG,23,TOT,51,1318,12%,55%,33%,,,-5.3,-2.6,58,16,39,6,42,11,329,5,41
6,Nickeil Alexander-Walker\alexani01,SG,23,NOP,50,1317,12%,55%,33%,,,-5.3,-2.5,58,16,39,6,42,11,329,5,41
6,Nickeil Alexander-Walker\alexani01,SG,23,UTA,1,1,,,100%,,,-100.0,-106.7,0,0,0,0,0,0,0,0,0
7,Grayson Allen\allengr01,SG,26,MIL,47,1323,8%,81%,12%,,,6.6,5.9,18,4,32,3,24,8,171,5,21
8,Jarrett Allen\allenja01,C,23,CLE,49,1597,,,,,100%,5.4,2.8,31,33,52,11,104,14,207,30,32
9,Jose Alvarado\alvarjo01,PG,23,NOP,29,373,100%,,,,,8.4,14.4,9,3,15,0,8,7,130,2,8
10,Justin Anderson\anderju01,SF,28,TOT,6,77,,8%,81%,12%,,26.3,25.3,2,1,6,0,3,0,25,1,0
10,Justin Anderson\anderju01,SF,28,CLE,3,47,,6%,75%,19%,,35.7,32.1,1,1,3,0,1,0,17,0,0
10,Justin Anderson\anderju01,SF,28,IND,3,30,,10%,90%,,,11.5,14.7,1,0,3,0,2,0,8,1,0
11,Kyle Anderson\anderky01,PF,28,MEM,45,998,,,11%,62%,27%,2.3,-4.2,19,14,29,6,30,3,286,9,15
12,Giannis Antetokounmpo\antetgi01,PF,27,MIL,47,1528,,,,57%,43%,8.9,12.3,54,43,62,35,248,2,749,56,45
13,Thanasis Antetokounmpo\antetth01,SF,29,MIL,34,355,2%,30%,47%,21%,1%,-14.0,-20.1,5,5,27,3,11,6,46,2,11
14,Carmelo Anthony\anthoca01,PF,37,LAL,50,1327,,,,65%,35%,1.7,6.0,17,6,61,13,43,1,128,8,13
15,Cole Anthony\anthoco01,PG,21,ORL,44,1466,99%,1%,,,,-5.7,6.5,75,39,61,3,68,13,649,16,32
16,OG Anunoby\anunoog01,SF,24,TOR,40,1486,5%,29%,58%,8%,,3.2,2.7,32,23,49,11,40,5,264,8,42
17,Trevor Ariza\arizatr01,SF,36,LAL,19,366,,,39%,59%,2%,-2.6,-1.3,3,3,12,0,3,3,61,1,3
18,D.J. Augustin\augusdj01,PG,34,HOU,34,510,100%,,,,,-13.9,-5.4,33,8,8,1,9,1,181,2,5
19,Deni Avdija\avdijde01,SF,21,WAS,55,1266,,7%,61%,32%,,1.3,8.6,25,12,73,3,34,2,206,9,19
20,Joel Ayayi\ayayijo01,SG,21,WAS,7,20,20%,51%,29%,,,0.2,3.4,0,0,0,0,0,0,11,0,2
21,Deandre Ayton\aytonde01,C,23,PHO,35,1018,,,,,100%,7.4,-2.0,14,18,45,16,48,2,133,12,23
22,Udoka Azubuike\azubuud01,C,22,UTA,14,170,,,,,100%,-0.1,-7.2,2,2,12,5,5,0,0,3,2
23,Marvin Bagley III\baglema01,PF,22,SAC,30,656,,,,78%,22%,-2.9,2.0,4,4,32,7,24,5,45,9,21
24,LaMelo Ball\ballla01,PG,20,CHO,51,1654,96%,4%,,,,-0.4,0.8,96,29,54,13,63,13,901,14,36
25,Lonzo Ball\balllo01,PG,24,CHI,35,1212,82%,18%,,,,2.8,0.8,57,15,41,7,13,4,408,5,18
26,Mo Bamba\bambamo01,C,23,ORL,47,1235,,,,2%,98%,-11.8,-5.3,24,16,76,10,24,2,151,3,20
27,Desmond Bane\banede01,SF,23,MEM,54,1624,,53%,46%,1%,,4.9,-0.3,33,26,59,10,34,2,340,11,48
28,Dalano Banton\bantoda01,SF,22,TOR,45,535,3%,33%,54%,10%,1%,1.8,-0.3,17,11,20,10,14,1,178,2,14
29,Cat Barber\barbeca01,PG,27,ATL,3,13,100%,,,,,35.7,35.7,0,1,1,0,1,0,8,0,1
30,Harrison Barnes\barneha02,PF,29,SAC,53,1788,,,42%,58%,1%,-7.1,-7.3,37,32,29,11,139,12,320,36,37
31,Scottie Barnes\barnesc01,PF,20,TOR,47,1684,,,26%,65%,10%,1.5,-1.5,56,15,61,8,71,10,391,18,25
32,RJ Barrett\barrerj01,SF,21,NYK,48,1587,,1%,96%,4%,,-5.5,-10.5,50,30,50,7,111,11,298,21,64
33,Will Barton\bartowi01,SG,31,DEN,49,1595,,65%,34%,1%,,1.4,-1.4,49,31,41,8,38,6,463,6,37
34,Paris Bass\basspa01,SF,26,PHO,2,7,,,100%,,,12.5,3.9,1,1,1,0,1,0,0,0,2
35,Charles Bassey\bassech01,PF,21,PHI,22,161,,,,19%,81%,-10.1,-13.5,1,4,20,0,6,0,18,1,2
36,Keita Bates-Diop\bateske01,SF,26,SAS,43,708,,,17%,79%,4%,2.8,3.3,14,10,20,3,21,1,60,6,18
37,Nicolas Batum\batumni01,PF,33,LAC,37,918,,,,86%,15%,-6.6,-7.7,19,1,16,2,12,9,131,3,2
38,Kent Bazemore\bazemke01,SF,32,LAL,31,455,,19%,66%,14%,,-8.0,-7.8,7,2,31,0,7,6,71,1,0
39,Darius Bazley\bazleda01,PF,21,OKC,51,1377,,,11%,81%,8%,-10.4,-6.6,29,28,31,5,64,3,160,13,61
40,Bradley Beal\bealbr01,SG,28,WAS,40,1439,16%,83%,1%,,,-3.2,-0.1,77,38,50,10,86,17,623,16,34
41,Malik Beasley\beaslma01,SG,25,MIN,57,1463,19%,73%,9%,,,-2.4,-8.3,11,17,38,6,11,5,214,2,27
42,Jordan Bell\belljo01,C,27,CHI,1,2,,,,,100%,25.0,22.7,0,0,2,0,0,0,0,0,0
43,DeAndre' Bembry\bembrde01,SF,27,BRK,48,949,,15%,65%,20%,,1.6,2.0,17,5,40,5,17,7,142,3,22
44,Dāvis Bertāns\bertada01,PF,29,WAS,34,501,,,,81%,20%,-4.9,-2.2,8,4,28,2,6,4,37,1,0
45,Patrick Beverley\beverpa01,PG,33,MIN,38,990,97%,3%,,,,5.1,5.7,31,5,42,4,25,21,457,6,16
46,Saddiq Bey\beysa01,SF,22,DET,56,1878,,7%,46%,47%,,-12.2,-5.3,31,11,27,15,70,5,367,16,38
47,Khem Birch\birchkh01,C,29,TOR,29,542,,,,,100%,4.2,2.7,4,6,20,7,19,2,90,6,8
48,Goga Bitadze\bitadgo01,C,22,IND,34,387,,,,1%,100%,-1.5,1.8,11,7,29,6,26,3,56,10,14
49,Bismack Biyombo\biyombi01,C,29,PHO,17,308,,,,1%,99%,12.2,4.0,4,2,23,4,22,0,34,7,5
50,Nemanja Bjelica\bjeline01,C,33,GSW,51,786,,,,,100%,5.8,-2.6,27,15,44,10,28,0,227,6,16
51,Eric Bledsoe\bledser01,PG,32,LAC,54,1361,100%,,,,,-1.4,0.1,66,35,25,10,61,23,550,23,19
52,Keljin Blevins\blevike01,SF,26,POR,12,73,,66%,34%,1%,,-29.1,-25.5,4,1,3,0,0,0,9,0,0
53,Bogdan Bogdanović\bogdabo01,SG,29,ATL,38,1094,,49%,51%,,,1.5,2.2,24,10,28,2,16,4,258,3,11
54,Bojan Bogdanović\bogdabo02,PF,32,UTA,54,1673,,,5%,94%,1%,5.6,-2.8,34,38,29,8,73,4,241,17,52
55,Bol Bol\bolbo01,PF,22,DEN,14,81,,,,14%,86%,1.7,-0.3,0,1,4,0,2,0,12,1,1
56,Leandro Bolmaro\bolmale01,SF,21,MIN,25,188,,28%,53%,19%,,-8.6,-10.7,8,1,7,1,2,0,26,1,1
57,Isaac Bonga\bongais01,SF,22,TOR,13,66,3%,49%,44%,4%,,-23.3,-26.0,1,1,4,0,3,0,8,0,2
58,Devin Booker\bookede01,SG,25,PHO,49,1661,,85%,15%,,,9.3,1.8,64,31,57,10,89,7,517,23,43
59,Brandon Boston Jr.\bostobr01,SG,20,LAC,39,605,6%,39%,53%,3%,,-3.3,-2.4,10,8,17,0,22,2,80,4,24
60,Chris Boucher\bouchch01,PF,29,TOR,53,1067,,8%,48%,40%,4%,6.4,7.2,8,9,79,4,62,16,47,15,26
61,James Bouknight\bouknja01,SG,21,CHO,27,288,31%,56%,13%,,,-9.8,-10.2,3,5,11,1,12,4,50,2,16
62,Avery Bradley\bradlav01,SG,31,LAL,49,1165,19%,81%,,,,-3.5,-3.6,19,6,33,3,5,7,95,1,17
63,Tony Bradley\bradlto01,C,24,CHI,43,488,,,,,100%,8.6,7.7,4,7,24,14,12,2,54,3,16
64,Ignas Brazdeikis\brazdig01,SF,23,ORL,27,239,4%,27%,49%,20%,,-5.0,4.2,5,0,16,1,4,4,51,0,4
65,Mikal Bridges\bridgmi01,SF,25,PHO,56,1945,,5%,92%,4%,,10.4,6.3,27,9,47,5,45,14,283,17,17
66,Miles Bridges\bridgmi02,PF,23,CHO,56,2009,,,6%,80%,14%,1.2,6.5,51,32,72,15,108,10,496,28,43
67,Oshae Brissett\brissos01,SF,23,IND,45,897,,,21%,76%,3%,-4.6,-2.2,14,12,26,5,38,5,90,8,19
68,Malcolm Brogdon\brogdma01,PG,29,IND,28,934,75%,25%,,,,1.3,6.5,40,11,23,6,38,6,403,8,26
69,Armoni Brooks\brookar01,SG,23,HOU,41,690,58%,39%,3%,,,-6.4,4.2,10,7,35,1,8,3,115,3,4
70,Dillon Brooks\brookdi01,SF,26,MEM,21,587,,12%,83%,4%,,8.8,4.9,7,17,29,7,32,12,127,6,22
71,Bruce Brown\brownbr01,SF,25,BRK,47,964,,34%,56%,10%,,-5.1,-8.4,16,9,59,5,26,3,137,10,20
72,Charlie Brown Jr.\brownch02,SG,24,TOT,18,166,5%,60%,34%,1%,,-0.1,-2.4,4,1,11,0,4,0,13,2,4
72,Charlie Brown Jr.\brownch02,SG,24,DAL,3,15,,35%,51%,14%,,-86.4,-90.1,0,0,1,0,0,0,2,0,0
72,Charlie Brown Jr.\brownch02,SG,24,PHI,15,151,6%,63%,32%,,,8.5,6.3,4,1,10,0,4,0,11,2,4
73,Chaundee Brown Jr.\brownch05,SG-SF,23,TOT,5,104,,34%,61%,5%,,-7.7,-7.8,0,1,4,0,2,1,9,0,3
73,Chaundee Brown Jr.\brownch05,SF,23,LAL,2,21,,4%,71%,25%,,-2.3,-0.8,0,1,0,0,0,1,0,0,1
73,Chaundee Brown Jr.\brownch05,SG,23,ATL,3,83,1%,41%,59%,,,-9.1,-9.6,0,0,4,0,2,0,9,0,2
74,Greg Brown III\browngr01,SF,20,POR,26,190,,,,82%,18%,-12.1,-8.5,1,3,11,2,14,3,16,2,6
75,Jaylen Brown\brownja02,SF,25,BOS,44,1512,,40%,50%,11%,,8.2,7.0,52,51,48,13,100,11,340,22,59
76,Moses Brown\brownmo01,C,22,DAL,26,169,,,,2%,98%,0.6,-2.8,1,2,14,6,18,0,2,3,5
77,Sterling Brown\brownst02,SG,26,DAL,36,513,,16%,57%,27%,,2.6,-0.8,7,9,20,2,5,1,71,1,11
78,Troy Brown Jr.\browntr01,SF,22,CHI,46,820,,5%,58%,37%,,-2.3,-6.5,11,6,25,1,14,2,128,5,21
79,Jalen Brunson\brunsja01,PG,25,DAL,56,1784,94%,6%,,,,3.9,1.9,59,20,42,10,51,33,756,17,29
80,Thomas Bryant\bryanth01,C,24,WAS,13,218,,,,,100%,-17.9,-16.0,6,1,16,1,8,0,23,1,3
81,Shaq Buchanan\buchash01,PG,25,MEM,2,10,,100%,,,,-8.7,-13.7,1,0,1,0,0,0,4,0,1
82,Reggie Bullock\bullore01,SF,30,DAL,49,1242,,15%,59%,26%,,7.7,8.2,17,5,31,1,8,5,122,3,10
83,Trey Burke\burketr01,PG,29,DAL,32,346,100%,,,,,0.0,-3.7,12,6,18,2,6,4,109,0,5
84,Alec Burks\burksal01,SG,30,NYK,56,1490,23%,36%,41%,,,2.3,7.3,38,9,59,5,84,11,354,19,19
85,Jared Butler\butleja02,SG,21,UTA,27,210,36%,61%,4%,,,-9.7,-17.8,11,8,14,2,4,0,73,1,5
86,Jimmy Butler\butleji01,SF,32,MIA,38,1284,,,67%,33%,1%,6.2,2.3,48,18,17,11,126,12,578,24,22
87,Devontae Cacok\cacokde01,PF,25,SAS,10,80,,,,95%,5%,-1.5,-1.9,1,0,8,1,3,0,4,1,2
88,Kentavious Caldwell-Pope\caldwke01,SG,28,WAS,52,1523,1%,28%,71%,,,-6.4,-7.7,30,25,46,3,28,17,189,9,19
89,Facundo Campazzo\campafa01,PG,30,DEN,53,1077,100%,,,,,-10.4,-20.5,49,8,38,5,19,24,483,4,8
90,Vlatko Čančar\cancavl01,PF,24,DEN,14,152,,5%,28%,39%,28%,2.7,0.8,4,2,9,2,5,2,35,0,2
91,Clint Capela\capelca01,C,27,ATL,48,1348,,,,,100%,1.4,2.4,10,9,51,6,59,7,157,12,27
92,Vernon Carey Jr.\careyve01,C,20,TOT,5,18,,,,32%,68%,-50.2,-49.7,1,0,1,0,2,0,0,1,0
92,Vernon Carey Jr.\careyve01,C,20,CHO,4,17,,,,34%,66%,-56.1,-55.7,1,0,1,0,2,0,0,1,0
92,Vernon Carey Jr.\careyve01,C,20,WAS,1,1,,,,,100%,50.0,53.2,0,0,0,0,0,0,0,0,0
93,Jevon Carter\carteje01,PG,26,BRK,43,505,64%,36%,,,,0.7,0.4,13,2,17,1,1,1,96,0,3
94,Wendell Carter Jr.\cartewe01,C,22,ORL,49,1436,,,,62%,38%,-4.8,8.2,31,26,60,20,72,2,310,18,26
95,Alex Caruso\carusal01,SG,27,CHI,28,775,27%,69%,5%,,,9.0,9.3,26,11,33,2,23,19,259,7,13
96,Willie Cauley-Stein\caulewi01,C,28,DAL,18,177,,,,,100%,5.2,2.1,2,2,11,2,1,0,23,0,6
97,Ahmad Caver\caverah01,PG,25,IND,1,1,100%,,,,,100.0,103.1,0,0,0,0,0,0,0,0,0
98,Justin Champagnie\champju01,SF,20,TOR,30,252,15%,61%,24%,,,9.9,8.7,1,1,15,1,4,1,24,1,4
99,Zylan Cheatham\cheatzy01,SF,26,UTA,1,5,,,,100%,,-118.2,-125.1,0,0,0,0,0,0,0,0,0
100,Chris Chiozza\chiozch01,PG,26,GSW,26,279,100%,,,,,-3.0,-11.7,11,9,11,1,1,6,113,1,5
101,Marquese Chriss\chrisma01,PF,24,DAL,23,256,,,,21%,79%,-0.1,-3.7,4,3,24,9,7,2,30,1,14
102,Josh Christopher\chrisjo01,SG,20,HOU,47,780,7%,65%,27%,2%,,-10.0,-0.6,32,20,27,3,26,6,193,6,23
103,Gary Clark\clarkga01,PF,27,NOP,24,269,,,33%,67%,,-3.6,0.5,1,2,7,0,3,2,19,0,5
104,Brandon Clarke\clarkbr01,PF,25,MEM,43,818,,,23%,77%,1%,6.3,1.9,4,6,38,7,41,3,151,13,18
105,Jordan Clarkson\clarkjo01,SG,29,UTA,53,1405,1%,92%,7%,,,7.7,2.1,31,37,32,6,45,5,309,19,21
106,Nic Claxton\claxtni01,C,22,BRK,25,530,,,,4%,96%,-6.6,-8.7,4,6,30,6,30,2,49,9,11
107,Amir Coffey\coffeam01,SG,24,LAC,45,993,,46%,47%,7%,,0.4,2.8,7,8,28,3,34,8,174,6,14
108,John Collins\collijo01,PF,24,ATL,50,1564,,,,94%,6%,0.9,1.7,24,12,82,12,64,16,214,16,37
109,Zach Collins\colliza01,PF,24,SAS,3,48,,,,,100%,-3.9,-4.3,3,1,5,1,2,0,18,0,3
110,Darren Collison\collida01,PG,34,LAL,3,37,100%,,,,,-21.7,-20.6,1,0,5,0,0,0,4,0,0
111,Mike Conley\conlemi01,PG,34,UTA,50,1419,100%,,,,,11.1,9.3,65,14,29,2,39,17,629,8,11
112,Pat Connaughton\connapa01,SG,29,MIL,54,1457,1%,28%,59%,12%,,-0.5,-8.7,17,8,36,4,12,15,166,3,10
113,Tyler Cook\cookty01,PF,24,CHI,19,196,,,,26%,74%,-8.7,-11.9,1,1,15,5,13,8,8,0,6
114,Sharife Cooper\coopesh01,PG,20,ATL,11,35,99%,1%,,,,-38.2,-38.9,2,2,0,0,0,0,12,0,3
115,Petr Cornelie\cornepe01,PF,26,DEN,13,38,,,4%,75%,22%,6.0,4.1,3,0,5,1,0,0,8,0,1
116,DeMarcus Cousins\couside01,C,31,TOT,23,366,,,,,100%,4.6,1.8,15,4,31,8,27,7,63,12,14
116,DeMarcus Cousins\couside01,C,31,MIL,17,287,,,,,100%,9.3,6.4,10,1,24,4,21,5,47,12,10
116,DeMarcus Cousins\couside01,C,31,DEN,6,79,,,,,100%,-12.5,-14.9,5,3,7,4,6,2,16,0,4
117,Robert Covington\covinro01,PF-SF,31,TOT,52,1505,,,2%,90%,9%,-1.9,4.3,34,13,73,11,13,8,177,1,21
117,Robert Covington\covinro01,PF,31,POR,48,1431,,,1%,90%,9%,-2.2,4.2,31,13,67,9,11,8,172,1,18
117,Robert Covington\covinro01,SF,31,LAC,4,74,,,12%,85%,3%,5.4,7.1,3,0,6,2,2,0,5,0,3
118,Torrey Craig\craigto01,SF,31,TOT,52,1057,,1%,6%,81%,12%,-6.7,-6.5,20,11,45,3,16,11,155,5,11
118,Torrey Craig\craigto01,SF,31,IND,51,1034,,,5%,83%,12%,-7.7,-7.3,19,11,45,3,16,10,146,5,10
118,Torrey Craig\craigto01,SF,31,PHO,1,23,,29%,65%,7%,,41.2,32.8,1,0,0,0,0,1,9,0,1
119,Jae Crowder\crowdja01,PF,31,PHO,46,1301,,1%,14%,85%,,10.9,4.3,25,6,60,6,18,8,169,2,5
120,Jarrett Culver\culveja01,SG,22,MEM,26,237,5%,66%,30%,,,4.9,-0.1,6,1,12,2,10,0,58,3,8
121,Jarron Cumberland\cumbeja01,SG,24,POR,3,12,33%,39%,28%,,,30.5,34.9,0,0,0,0,0,0,2,0,0
122,Cade Cunningham\cunnica01,PG,20,DET,42,1336,3%,81%,16%,,,-10.2,0.7,82,40,59,13,31,3,513,7,46
123,Seth Curry\curryse01,SG,31,PHI,45,1566,18%,76%,7%,,,2.8,0.5,47,18,32,5,20,11,435,9,9
